"ID","miR.alias","miR2","miRNA","miRNA.prev"
"MIMAT0027381","hsa-miR-6740-5p;","hsa_miR_6740_5p;","hsa_miR_6740_5p","hsa_miR_6740_5p"
"MIMAT0027382","hsa-miR-6740-3p;","hsa_miR_6740_3p;","hsa_miR_6740_3p","hsa_miR_6740_3p"
"MIMAT0027383","hsa-miR-6741-5p;","hsa_miR_6741_5p;","hsa_miR_6741_5p","hsa_miR_6741_5p"
"MIMAT0027384","hsa-miR-6741-3p;","hsa_miR_6741_3p;","hsa_miR_6741_3p","hsa_miR_6741_3p"
"MIMAT0027385","hsa-miR-6742-5p;","hsa_miR_6742_5p;","hsa_miR_6742_5p","hsa_miR_6742_5p"
"MIMAT0027386","hsa-miR-6742-3p;","hsa_miR_6742_3p;","hsa_miR_6742_3p","hsa_miR_6742_3p"
"MIMAT0027387","hsa-miR-6743-5p;","hsa_miR_6743_5p;","hsa_miR_6743_5p","hsa_miR_6743_5p"
"MIMAT0027388","hsa-miR-6743-3p;","hsa_miR_6743_3p;","hsa_miR_6743_3p","hsa_miR_6743_3p"
"MIMAT0027389","hsa-miR-6744-5p;","hsa_miR_6744_5p;","hsa_miR_6744_5p","hsa_miR_6744_5p"
"MIMAT0027390","hsa-miR-6744-3p;","hsa_miR_6744_3p;","hsa_miR_6744_3p","hsa_miR_6744_3p"
"MIMAT0027391","hsa-miR-6745;","hsa_miR_6745;","hsa_miR_6745","hsa_miR_6745"
"MIMAT0027392","hsa-miR-6746-5p;","hsa_miR_6746_5p;","hsa_miR_6746_5p","hsa_miR_6746_5p"
"MIMAT0027393","hsa-miR-6746-3p;","hsa_miR_6746_3p;","hsa_miR_6746_3p","hsa_miR_6746_3p"
"MIMAT0027394","hsa-miR-6747-5p;","hsa_miR_6747_5p;","hsa_miR_6747_5p","hsa_miR_6747_5p"
"MIMAT0027395","hsa-miR-6747-3p;","hsa_miR_6747_3p;","hsa_miR_6747_3p","hsa_miR_6747_3p"
"MIMAT0027396","hsa-miR-6748-5p;","hsa_miR_6748_5p;","hsa_miR_6748_5p","hsa_miR_6748_5p"
"MIMAT0027397","hsa-miR-6748-3p;","hsa_miR_6748_3p;","hsa_miR_6748_3p","hsa_miR_6748_3p"
"MIMAT0027398","hsa-miR-6749-5p;","hsa_miR_6749_5p;","hsa_miR_6749_5p","hsa_miR_6749_5p"
"MIMAT0027399","hsa-miR-6749-3p;","hsa_miR_6749_3p;","hsa_miR_6749_3p","hsa_miR_6749_3p"
"MIMAT0027400","hsa-miR-6750-5p;","hsa_miR_6750_5p;","hsa_miR_6750_5p","hsa_miR_6750_5p"
"MIMAT0027401","hsa-miR-6750-3p;","hsa_miR_6750_3p;","hsa_miR_6750_3p","hsa_miR_6750_3p"
"MIMAT0027402","hsa-miR-6751-5p;","hsa_miR_6751_5p;","hsa_miR_6751_5p","hsa_miR_6751_5p"
"MIMAT0027403","hsa-miR-6751-3p;","hsa_miR_6751_3p;","hsa_miR_6751_3p","hsa_miR_6751_3p"
"MIMAT0027404","hsa-miR-6752-5p;","hsa_miR_6752_5p;","hsa_miR_6752_5p","hsa_miR_6752_5p"
"MIMAT0027405","hsa-miR-6752-3p;","hsa_miR_6752_3p;","hsa_miR_6752_3p","hsa_miR_6752_3p"
"MIMAT0027406","hsa-miR-6753-5p;","hsa_miR_6753_5p;","hsa_miR_6753_5p","hsa_miR_6753_5p"
"MIMAT0027407","hsa-miR-6753-3p;","hsa_miR_6753_3p;","hsa_miR_6753_3p","hsa_miR_6753_3p"
"MIMAT0027408","hsa-miR-6754-5p;","hsa_miR_6754_5p;","hsa_miR_6754_5p","hsa_miR_6754_5p"
"MIMAT0027409","hsa-miR-6754-3p;","hsa_miR_6754_3p;","hsa_miR_6754_3p","hsa_miR_6754_3p"
"MIMAT0027410","hsa-miR-6755-5p;","hsa_miR_6755_5p;","hsa_miR_6755_5p","hsa_miR_6755_5p"
"MIMAT0027411","hsa-miR-6755-3p;","hsa_miR_6755_3p;","hsa_miR_6755_3p","hsa_miR_6755_3p"
"MIMAT0027412","hsa-miR-6756-5p;","hsa_miR_6756_5p;","hsa_miR_6756_5p","hsa_miR_6756_5p"
"MIMAT0027413","hsa-miR-6756-3p;","hsa_miR_6756_3p;","hsa_miR_6756_3p","hsa_miR_6756_3p"
"MIMAT0027414","hsa-miR-6757-5p;","hsa_miR_6757_5p;","hsa_miR_6757_5p","hsa_miR_6757_5p"
"MIMAT0027415","hsa-miR-6757-3p;","hsa_miR_6757_3p;","hsa_miR_6757_3p","hsa_miR_6757_3p"
"MIMAT0027416","hsa-miR-6758-5p;","hsa_miR_6758_5p;","hsa_miR_6758_5p","hsa_miR_6758_5p"
"MIMAT0027417","hsa-miR-6758-3p;","hsa_miR_6758_3p;","hsa_miR_6758_3p","hsa_miR_6758_3p"
"MIMAT0027418","hsa-miR-6759-5p;","hsa_miR_6759_5p;","hsa_miR_6759_5p","hsa_miR_6759_5p"
"MIMAT0027419","hsa-miR-6759-3p;","hsa_miR_6759_3p;","hsa_miR_6759_3p","hsa_miR_6759_3p"
"MIMAT0027420","hsa-miR-6760-5p;","hsa_miR_6760_5p;","hsa_miR_6760_5p","hsa_miR_6760_5p"
"MIMAT0027421","hsa-miR-6760-3p;","hsa_miR_6760_3p;","hsa_miR_6760_3p","hsa_miR_6760_3p"
"MIMAT0027422","hsa-miR-6761-5p;","hsa_miR_6761_5p;","hsa_miR_6761_5p","hsa_miR_6761_5p"
"MIMAT0027423","hsa-miR-6761-3p;","hsa_miR_6761_3p;","hsa_miR_6761_3p","hsa_miR_6761_3p"
"MIMAT0027424","hsa-miR-6762-5p;","hsa_miR_6762_5p;","hsa_miR_6762_5p","hsa_miR_6762_5p"
"MIMAT0027425","hsa-miR-6762-3p;","hsa_miR_6762_3p;","hsa_miR_6762_3p","hsa_miR_6762_3p"
"MIMAT0027426","hsa-miR-6763-5p;","hsa_miR_6763_5p;","hsa_miR_6763_5p","hsa_miR_6763_5p"
"MIMAT0027427","hsa-miR-6763-3p;","hsa_miR_6763_3p;","hsa_miR_6763_3p","hsa_miR_6763_3p"
"MIMAT0027428","hsa-miR-6764-5p;","hsa_miR_6764_5p;","hsa_miR_6764_5p","hsa_miR_6764_5p"
"MIMAT0027429","hsa-miR-6764-3p;","hsa_miR_6764_3p;","hsa_miR_6764_3p","hsa_miR_6764_3p"
"MIMAT0027430","hsa-miR-6765-5p;","hsa_miR_6765_5p;","hsa_miR_6765_5p","hsa_miR_6765_5p"
"MIMAT0027431","hsa-miR-6765-3p;","hsa_miR_6765_3p;","hsa_miR_6765_3p","hsa_miR_6765_3p"
"MIMAT0027432","hsa-miR-6766-5p;","hsa_miR_6766_5p;","hsa_miR_6766_5p","hsa_miR_6766_5p"
"MIMAT0027433","hsa-miR-6766-3p;","hsa_miR_6766_3p;","hsa_miR_6766_3p","hsa_miR_6766_3p"
"MIMAT0027434","hsa-miR-6767-5p;","hsa_miR_6767_5p;","hsa_miR_6767_5p","hsa_miR_6767_5p"
"MIMAT0027435","hsa-miR-6767-3p;","hsa_miR_6767_3p;","hsa_miR_6767_3p","hsa_miR_6767_3p"
"MIMAT0027436","hsa-miR-6768-5p;","hsa_miR_6768_5p;","hsa_miR_6768_5p","hsa_miR_6768_5p"
"MIMAT0027437","hsa-miR-6768-3p;","hsa_miR_6768_3p;","hsa_miR_6768_3p","hsa_miR_6768_3p"
"MIMAT0027438","hsa-miR-6769a-5p;","hsa_miR_6769a_5p;","hsa_miR_6769a_5p","hsa_miR_6769a_5p"
"MIMAT0027439","hsa-miR-6769a-3p;","hsa_miR_6769a_3p;","hsa_miR_6769a_3p","hsa_miR_6769a_3p"
"MIMAT0027440","hsa-miR-6770-5p;","hsa_miR_6770_5p;","hsa_miR_6770_5p","hsa_miR_6770_5p"
"MIMAT0027441","hsa-miR-6770-3p;","hsa_miR_6770_3p;","hsa_miR_6770_3p","hsa_miR_6770_3p"
"MIMAT0027442","hsa-miR-6771-5p;","hsa_miR_6771_5p;","hsa_miR_6771_5p","hsa_miR_6771_5p"
"MIMAT0027443","hsa-miR-6771-3p;","hsa_miR_6771_3p;","hsa_miR_6771_3p","hsa_miR_6771_3p"
"MIMAT0027444","hsa-miR-6772-5p;","hsa_miR_6772_5p;","hsa_miR_6772_5p","hsa_miR_6772_5p"
"MIMAT0027445","hsa-miR-6772-3p;","hsa_miR_6772_3p;","hsa_miR_6772_3p","hsa_miR_6772_3p"
"MIMAT0027446","hsa-miR-6773-5p;","hsa_miR_6773_5p;","hsa_miR_6773_5p","hsa_miR_6773_5p"
"MIMAT0027447","hsa-miR-6773-3p;","hsa_miR_6773_3p;","hsa_miR_6773_3p","hsa_miR_6773_3p"
"MIMAT0027448","hsa-miR-6774-5p;","hsa_miR_6774_5p;","hsa_miR_6774_5p","hsa_miR_6774_5p"
"MIMAT0027449","hsa-miR-6774-3p;","hsa_miR_6774_3p;","hsa_miR_6774_3p","hsa_miR_6774_3p"
"MIMAT0027450","hsa-miR-6775-5p;","hsa_miR_6775_5p;","hsa_miR_6775_5p","hsa_miR_6775_5p"
"MIMAT0027451","hsa-miR-6775-3p;","hsa_miR_6775_3p;","hsa_miR_6775_3p","hsa_miR_6775_3p"
"MIMAT0027452","hsa-miR-6776-5p;","hsa_miR_6776_5p;","hsa_miR_6776_5p","hsa_miR_6776_5p"
"MIMAT0027453","hsa-miR-6776-3p;","hsa_miR_6776_3p;","hsa_miR_6776_3p","hsa_miR_6776_3p"
"MIMAT0027454","hsa-miR-6777-5p;","hsa_miR_6777_5p;","hsa_miR_6777_5p","hsa_miR_6777_5p"
"MIMAT0027455","hsa-miR-6777-3p;","hsa_miR_6777_3p;","hsa_miR_6777_3p","hsa_miR_6777_3p"
"MIMAT0027456","hsa-miR-6778-5p;","hsa_miR_6778_5p;","hsa_miR_6778_5p","hsa_miR_6778_5p"
"MIMAT0027457","hsa-miR-6778-3p;","hsa_miR_6778_3p;","hsa_miR_6778_3p","hsa_miR_6778_3p"
"MIMAT0027458","hsa-miR-6779-5p;","hsa_miR_6779_5p;","hsa_miR_6779_5p","hsa_miR_6779_5p"
"MIMAT0027459","hsa-miR-6779-3p;","hsa_miR_6779_3p;","hsa_miR_6779_3p","hsa_miR_6779_3p"
"MIMAT0027460","hsa-miR-6780a-5p;","hsa_miR_6780a_5p;","hsa_miR_6780a_5p","hsa_miR_6780a_5p"
"MIMAT0027461","hsa-miR-6780a-3p;","hsa_miR_6780a_3p;","hsa_miR_6780a_3p","hsa_miR_6780a_3p"
"MIMAT0027462","hsa-miR-6781-5p;","hsa_miR_6781_5p;","hsa_miR_6781_5p","hsa_miR_6781_5p"
"MIMAT0027463","hsa-miR-6781-3p;","hsa_miR_6781_3p;","hsa_miR_6781_3p","hsa_miR_6781_3p"
"MIMAT0027464","hsa-miR-6782-5p;","hsa_miR_6782_5p;","hsa_miR_6782_5p","hsa_miR_6782_5p"
"MIMAT0027465","hsa-miR-6782-3p;","hsa_miR_6782_3p;","hsa_miR_6782_3p","hsa_miR_6782_3p"
"MIMAT0027466","hsa-miR-6783-5p;","hsa_miR_6783_5p;","hsa_miR_6783_5p","hsa_miR_6783_5p"
"MIMAT0027467","hsa-miR-6783-3p;","hsa_miR_6783_3p;","hsa_miR_6783_3p","hsa_miR_6783_3p"
"MIMAT0027468","hsa-miR-6784-5p;","hsa_miR_6784_5p;","hsa_miR_6784_5p","hsa_miR_6784_5p"
"MIMAT0027469","hsa-miR-6784-3p;","hsa_miR_6784_3p;","hsa_miR_6784_3p","hsa_miR_6784_3p"
"MIMAT0027470","hsa-miR-6785-5p;","hsa_miR_6785_5p;","hsa_miR_6785_5p","hsa_miR_6785_5p"
"MIMAT0027471","hsa-miR-6785-3p;","hsa_miR_6785_3p;","hsa_miR_6785_3p","hsa_miR_6785_3p"
"MIMAT0027472","hsa-miR-6786-5p;","hsa_miR_6786_5p;","hsa_miR_6786_5p","hsa_miR_6786_5p"
"MIMAT0027473","hsa-miR-6786-3p;","hsa_miR_6786_3p;","hsa_miR_6786_3p","hsa_miR_6786_3p"
"MIMAT0027474","hsa-miR-6787-5p;","hsa_miR_6787_5p;","hsa_miR_6787_5p","hsa_miR_6787_5p"
"MIMAT0027475","hsa-miR-6787-3p;","hsa_miR_6787_3p;","hsa_miR_6787_3p","hsa_miR_6787_3p"
"MIMAT0027476","hsa-miR-6788-5p;","hsa_miR_6788_5p;","hsa_miR_6788_5p","hsa_miR_6788_5p"
"MIMAT0027477","hsa-miR-6788-3p;","hsa_miR_6788_3p;","hsa_miR_6788_3p","hsa_miR_6788_3p"
"MIMAT0027478","hsa-miR-6789-5p;","hsa_miR_6789_5p;","hsa_miR_6789_5p","hsa_miR_6789_5p"
"MIMAT0027479","hsa-miR-6789-3p;","hsa_miR_6789_3p;","hsa_miR_6789_3p","hsa_miR_6789_3p"
"MIMAT0027480","hsa-miR-6790-5p;","hsa_miR_6790_5p;","hsa_miR_6790_5p","hsa_miR_6790_5p"
"MIMAT0027481","hsa-miR-6790-3p;","hsa_miR_6790_3p;","hsa_miR_6790_3p","hsa_miR_6790_3p"
"MIMAT0027482","hsa-miR-6791-5p;","hsa_miR_6791_5p;","hsa_miR_6791_5p","hsa_miR_6791_5p"
"MIMAT0027483","hsa-miR-6791-3p;","hsa_miR_6791_3p;","hsa_miR_6791_3p","hsa_miR_6791_3p"
"MIMAT0027484","hsa-miR-6792-5p;","hsa_miR_6792_5p;","hsa_miR_6792_5p","hsa_miR_6792_5p"
"MIMAT0027485","hsa-miR-6792-3p;","hsa_miR_6792_3p;","hsa_miR_6792_3p","hsa_miR_6792_3p"
"MIMAT0027486","hsa-miR-6793-5p;","hsa_miR_6793_5p;","hsa_miR_6793_5p","hsa_miR_6793_5p"
"MIMAT0027487","hsa-miR-6793-3p;","hsa_miR_6793_3p;","hsa_miR_6793_3p","hsa_miR_6793_3p"
"MIMAT0027488","hsa-miR-6794-5p;","hsa_miR_6794_5p;","hsa_miR_6794_5p","hsa_miR_6794_5p"
"MIMAT0027489","hsa-miR-6794-3p;","hsa_miR_6794_3p;","hsa_miR_6794_3p","hsa_miR_6794_3p"
"MIMAT0027490","hsa-miR-6795-5p;","hsa_miR_6795_5p;","hsa_miR_6795_5p","hsa_miR_6795_5p"
"MIMAT0027491","hsa-miR-6795-3p;","hsa_miR_6795_3p;","hsa_miR_6795_3p","hsa_miR_6795_3p"
"MIMAT0027492","hsa-miR-6796-5p;","hsa_miR_6796_5p;","hsa_miR_6796_5p","hsa_miR_6796_5p"
"MIMAT0027493","hsa-miR-6796-3p;","hsa_miR_6796_3p;","hsa_miR_6796_3p","hsa_miR_6796_3p"
"MIMAT0027494","hsa-miR-6797-5p;","hsa_miR_6797_5p;","hsa_miR_6797_5p","hsa_miR_6797_5p"
"MIMAT0027495","hsa-miR-6797-3p;","hsa_miR_6797_3p;","hsa_miR_6797_3p","hsa_miR_6797_3p"
"MIMAT0027496","hsa-miR-6798-5p;","hsa_miR_6798_5p;","hsa_miR_6798_5p","hsa_miR_6798_5p"
"MIMAT0027497","hsa-miR-6798-3p;","hsa_miR_6798_3p;","hsa_miR_6798_3p","hsa_miR_6798_3p"
"MIMAT0027498","hsa-miR-6799-5p;","hsa_miR_6799_5p;","hsa_miR_6799_5p","hsa_miR_6799_5p"
"MIMAT0027499","hsa-miR-6799-3p;","hsa_miR_6799_3p;","hsa_miR_6799_3p","hsa_miR_6799_3p"
"MIMAT0027500","hsa-miR-6800-5p;","hsa_miR_6800_5p;","hsa_miR_6800_5p","hsa_miR_6800_5p"
"MIMAT0027501","hsa-miR-6800-3p;","hsa_miR_6800_3p;","hsa_miR_6800_3p","hsa_miR_6800_3p"
"MIMAT0027502","hsa-miR-6801-5p;","hsa_miR_6801_5p;","hsa_miR_6801_5p","hsa_miR_6801_5p"
"MIMAT0027503","hsa-miR-6801-3p;","hsa_miR_6801_3p;","hsa_miR_6801_3p","hsa_miR_6801_3p"
"MIMAT0027504","hsa-miR-6802-5p;","hsa_miR_6802_5p;","hsa_miR_6802_5p","hsa_miR_6802_5p"
"MIMAT0027505","hsa-miR-6802-3p;","hsa_miR_6802_3p;","hsa_miR_6802_3p","hsa_miR_6802_3p"
"MIMAT0027506","hsa-miR-6803-5p;","hsa_miR_6803_5p;","hsa_miR_6803_5p","hsa_miR_6803_5p"
"MIMAT0027507","hsa-miR-6803-3p;","hsa_miR_6803_3p;","hsa_miR_6803_3p","hsa_miR_6803_3p"
"MIMAT0027508","hsa-miR-6804-5p;","hsa_miR_6804_5p;","hsa_miR_6804_5p","hsa_miR_6804_5p"
"MIMAT0027509","hsa-miR-6804-3p;","hsa_miR_6804_3p;","hsa_miR_6804_3p","hsa_miR_6804_3p"
"MIMAT0027510","hsa-miR-6805-5p;","hsa_miR_6805_5p;","hsa_miR_6805_5p","hsa_miR_6805_5p"
"MIMAT0027511","hsa-miR-6805-3p;","hsa_miR_6805_3p;","hsa_miR_6805_3p","hsa_miR_6805_3p"
"MIMAT0027512","hsa-miR-6806-5p;","hsa_miR_6806_5p;","hsa_miR_6806_5p","hsa_miR_6806_5p"
"MIMAT0027513","hsa-miR-6806-3p;","hsa_miR_6806_3p;","hsa_miR_6806_3p","hsa_miR_6806_3p"
"MIMAT0027514","hsa-miR-6807-5p;","hsa_miR_6807_5p;","hsa_miR_6807_5p","hsa_miR_6807_5p"
"MIMAT0027515","hsa-miR-6807-3p;","hsa_miR_6807_3p;","hsa_miR_6807_3p","hsa_miR_6807_3p"
"MIMAT0027516","hsa-miR-6808-5p;","hsa_miR_6808_5p;","hsa_miR_6808_5p","hsa_miR_6808_5p"
"MIMAT0027517","hsa-miR-6808-3p;","hsa_miR_6808_3p;","hsa_miR_6808_3p","hsa_miR_6808_3p"
"MIMAT0027518","hsa-miR-6809-5p;","hsa_miR_6809_5p;","hsa_miR_6809_5p","hsa_miR_6809_5p"
"MIMAT0027519","hsa-miR-6809-3p;","hsa_miR_6809_3p;","hsa_miR_6809_3p","hsa_miR_6809_3p"
"MIMAT0027520","hsa-miR-6810-5p;","hsa_miR_6810_5p;","hsa_miR_6810_5p","hsa_miR_6810_5p"
"MIMAT0027521","hsa-miR-6810-3p;","hsa_miR_6810_3p;","hsa_miR_6810_3p","hsa_miR_6810_3p"
"MIMAT0027522","hsa-miR-6811-5p;","hsa_miR_6811_5p;","hsa_miR_6811_5p","hsa_miR_6811_5p"
"MIMAT0027523","hsa-miR-6811-3p;","hsa_miR_6811_3p;","hsa_miR_6811_3p","hsa_miR_6811_3p"
"MIMAT0027524","hsa-miR-6812-5p;","hsa_miR_6812_5p;","hsa_miR_6812_5p","hsa_miR_6812_5p"
"MIMAT0027525","hsa-miR-6812-3p;","hsa_miR_6812_3p;","hsa_miR_6812_3p","hsa_miR_6812_3p"
"MIMAT0027526","hsa-miR-6813-5p;","hsa_miR_6813_5p;","hsa_miR_6813_5p","hsa_miR_6813_5p"
"MIMAT0027527","hsa-miR-6813-3p;","hsa_miR_6813_3p;","hsa_miR_6813_3p","hsa_miR_6813_3p"
"MIMAT0027528","hsa-miR-6814-5p;","hsa_miR_6814_5p;","hsa_miR_6814_5p","hsa_miR_6814_5p"
"MIMAT0027529","hsa-miR-6814-3p;","hsa_miR_6814_3p;","hsa_miR_6814_3p","hsa_miR_6814_3p"
"MIMAT0027530","hsa-miR-6815-5p;","hsa_miR_6815_5p;","hsa_miR_6815_5p","hsa_miR_6815_5p"
"MIMAT0027531","hsa-miR-6815-3p;","hsa_miR_6815_3p;","hsa_miR_6815_3p","hsa_miR_6815_3p"
"MIMAT0027532","hsa-miR-6816-5p;","hsa_miR_6816_5p;","hsa_miR_6816_5p","hsa_miR_6816_5p"
"MIMAT0027533","hsa-miR-6816-3p;","hsa_miR_6816_3p;","hsa_miR_6816_3p","hsa_miR_6816_3p"
"MIMAT0027534","hsa-miR-6817-5p;","hsa_miR_6817_5p;","hsa_miR_6817_5p","hsa_miR_6817_5p"
"MIMAT0027535","hsa-miR-6817-3p;","hsa_miR_6817_3p;","hsa_miR_6817_3p","hsa_miR_6817_3p"
"MIMAT0027536","hsa-miR-6818-5p;","hsa_miR_6818_5p;","hsa_miR_6818_5p","hsa_miR_6818_5p"
"MIMAT0027537","hsa-miR-6818-3p;","hsa_miR_6818_3p;","hsa_miR_6818_3p","hsa_miR_6818_3p"
"MIMAT0027538","hsa-miR-6819-5p;","hsa_miR_6819_5p;","hsa_miR_6819_5p","hsa_miR_6819_5p"
"MIMAT0027539","hsa-miR-6819-3p;","hsa_miR_6819_3p;","hsa_miR_6819_3p","hsa_miR_6819_3p"
"MIMAT0027540","hsa-miR-6820-5p;","hsa_miR_6820_5p;","hsa_miR_6820_5p","hsa_miR_6820_5p"
"MIMAT0027541","hsa-miR-6820-3p;","hsa_miR_6820_3p;","hsa_miR_6820_3p","hsa_miR_6820_3p"
"MIMAT0027542","hsa-miR-6821-5p;","hsa_miR_6821_5p;","hsa_miR_6821_5p","hsa_miR_6821_5p"
"MIMAT0027543","hsa-miR-6821-3p;","hsa_miR_6821_3p;","hsa_miR_6821_3p","hsa_miR_6821_3p"
"MIMAT0027544","hsa-miR-6822-5p;","hsa_miR_6822_5p;","hsa_miR_6822_5p","hsa_miR_6822_5p"
"MIMAT0027545","hsa-miR-6822-3p;","hsa_miR_6822_3p;","hsa_miR_6822_3p","hsa_miR_6822_3p"
"MIMAT0027546","hsa-miR-6823-5p;","hsa_miR_6823_5p;","hsa_miR_6823_5p","hsa_miR_6823_5p"
"MIMAT0027547","hsa-miR-6823-3p;","hsa_miR_6823_3p;","hsa_miR_6823_3p","hsa_miR_6823_3p"
"MIMAT0027548","hsa-miR-6824-5p;","hsa_miR_6824_5p;","hsa_miR_6824_5p","hsa_miR_6824_5p"
"MIMAT0027549","hsa-miR-6824-3p;","hsa_miR_6824_3p;","hsa_miR_6824_3p","hsa_miR_6824_3p"
"MIMAT0027550","hsa-miR-6825-5p;","hsa_miR_6825_5p;","hsa_miR_6825_5p","hsa_miR_6825_5p"
"MIMAT0027551","hsa-miR-6825-3p;","hsa_miR_6825_3p;","hsa_miR_6825_3p","hsa_miR_6825_3p"
"MIMAT0027552","hsa-miR-6826-5p;","hsa_miR_6826_5p;","hsa_miR_6826_5p","hsa_miR_6826_5p"
"MIMAT0027553","hsa-miR-6826-3p;","hsa_miR_6826_3p;","hsa_miR_6826_3p","hsa_miR_6826_3p"
"MIMAT0027554","hsa-miR-6827-5p;","hsa_miR_6827_5p;","hsa_miR_6827_5p","hsa_miR_6827_5p"
"MIMAT0027555","hsa-miR-6827-3p;","hsa_miR_6827_3p;","hsa_miR_6827_3p","hsa_miR_6827_3p"
"MIMAT0027556","hsa-miR-6828-5p;","hsa_miR_6828_5p;","hsa_miR_6828_5p","hsa_miR_6828_5p"
"MIMAT0027557","hsa-miR-6828-3p;","hsa_miR_6828_3p;","hsa_miR_6828_3p","hsa_miR_6828_3p"
"MIMAT0027558","hsa-miR-6829-5p;","hsa_miR_6829_5p;","hsa_miR_6829_5p","hsa_miR_6829_5p"
"MIMAT0027559","hsa-miR-6829-3p;","hsa_miR_6829_3p;","hsa_miR_6829_3p","hsa_miR_6829_3p"
"MIMAT0027560","hsa-miR-6830-5p;","hsa_miR_6830_5p;","hsa_miR_6830_5p","hsa_miR_6830_5p"
"MIMAT0027561","hsa-miR-6830-3p;","hsa_miR_6830_3p;","hsa_miR_6830_3p","hsa_miR_6830_3p"
"MIMAT0027562","hsa-miR-6831-5p;","hsa_miR_6831_5p;","hsa_miR_6831_5p","hsa_miR_6831_5p"
"MIMAT0027563","hsa-miR-6831-3p;","hsa_miR_6831_3p;","hsa_miR_6831_3p","hsa_miR_6831_3p"
"MIMAT0027564","hsa-miR-6832-5p;","hsa_miR_6832_5p;","hsa_miR_6832_5p","hsa_miR_6832_5p"
"MIMAT0027565","hsa-miR-6832-3p;","hsa_miR_6832_3p;","hsa_miR_6832_3p","hsa_miR_6832_3p"
"MIMAT0027566","hsa-miR-6833-5p;","hsa_miR_6833_5p;","hsa_miR_6833_5p","hsa_miR_6833_5p"
"MIMAT0027567","hsa-miR-6833-3p;","hsa_miR_6833_3p;","hsa_miR_6833_3p","hsa_miR_6833_3p"
"MIMAT0027568","hsa-miR-6834-5p;","hsa_miR_6834_5p;","hsa_miR_6834_5p","hsa_miR_6834_5p"
"MIMAT0027569","hsa-miR-6834-3p;","hsa_miR_6834_3p;","hsa_miR_6834_3p","hsa_miR_6834_3p"
"MIMAT0027570","hsa-miR-6835-5p;","hsa_miR_6835_5p;","hsa_miR_6835_5p","hsa_miR_6835_5p"
"MIMAT0027571","hsa-miR-6835-3p;","hsa_miR_6835_3p;","hsa_miR_6835_3p","hsa_miR_6835_3p"
"MIMAT0027572","hsa-miR-6780b-5p;","hsa_miR_6780b_5p;","hsa_miR_6780b_5p","hsa_miR_6780b_5p"
"MIMAT0027573","hsa-miR-6780b-3p;","hsa_miR_6780b_3p;","hsa_miR_6780b_3p","hsa_miR_6780b_3p"
"MIMAT0027574","hsa-miR-6836-5p;","hsa_miR_6836_5p;","hsa_miR_6836_5p","hsa_miR_6836_5p"
"MIMAT0027575","hsa-miR-6836-3p;","hsa_miR_6836_3p;","hsa_miR_6836_3p","hsa_miR_6836_3p"
"MIMAT0027576","hsa-miR-6837-5p;","hsa_miR_6837_5p;","hsa_miR_6837_5p","hsa_miR_6837_5p"
"MIMAT0027577","hsa-miR-6837-3p;","hsa_miR_6837_3p;","hsa_miR_6837_3p","hsa_miR_6837_3p"
"MIMAT0027578","hsa-miR-6838-5p;","hsa_miR_6838_5p;","hsa_miR_6838_5p","hsa_miR_6838_5p"
"MIMAT0027579","hsa-miR-6838-3p;","hsa_miR_6838_3p;","hsa_miR_6838_3p","hsa_miR_6838_3p"
"MIMAT0027580","hsa-miR-6839-5p;","hsa_miR_6839_5p;","hsa_miR_6839_5p","hsa_miR_6839_5p"
"MIMAT0027581","hsa-miR-6839-3p;","hsa_miR_6839_3p;","hsa_miR_6839_3p","hsa_miR_6839_3p"
"MIMAT0027582","hsa-miR-6840-5p;","hsa_miR_6840_5p;","hsa_miR_6840_5p","hsa_miR_6840_5p"
"MIMAT0027583","hsa-miR-6840-3p;","hsa_miR_6840_3p;","hsa_miR_6840_3p","hsa_miR_6840_3p"
"MIMAT0027584","hsa-miR-6841-5p;","hsa_miR_6841_5p;","hsa_miR_6841_5p","hsa_miR_6841_5p"
"MIMAT0027585","hsa-miR-6841-3p;","hsa_miR_6841_3p;","hsa_miR_6841_3p","hsa_miR_6841_3p"
"MIMAT0027586","hsa-miR-6842-5p;","hsa_miR_6842_5p;","hsa_miR_6842_5p","hsa_miR_6842_5p"
"MIMAT0027587","hsa-miR-6842-3p;","hsa_miR_6842_3p;","hsa_miR_6842_3p","hsa_miR_6842_3p"
"MIMAT0027588","hsa-miR-6843-3p;","hsa_miR_6843_3p;","hsa_miR_6843_3p","hsa_miR_6843_3p"
"MIMAT0027589","hsa-miR-6844;","hsa_miR_6844;","hsa_miR_6844","hsa_miR_6844"
"MIMAT0027590","hsa-miR-6845-5p;","hsa_miR_6845_5p;","hsa_miR_6845_5p","hsa_miR_6845_5p"
"MIMAT0027591","hsa-miR-6845-3p;","hsa_miR_6845_3p;","hsa_miR_6845_3p","hsa_miR_6845_3p"
"MIMAT0027592","hsa-miR-6846-5p;","hsa_miR_6846_5p;","hsa_miR_6846_5p","hsa_miR_6846_5p"
"MIMAT0027593","hsa-miR-6846-3p;","hsa_miR_6846_3p;","hsa_miR_6846_3p","hsa_miR_6846_3p"
"MIMAT0027594","hsa-miR-6847-5p;","hsa_miR_6847_5p;","hsa_miR_6847_5p","hsa_miR_6847_5p"
