"ID","miR.alias","miR2","miRNA","miRNA.prev"
"MIMAT0027595","hsa-miR-6847-3p;","hsa_miR_6847_3p;","hsa_miR_6847_3p","hsa_miR_6847_3p"
"MIMAT0027596","hsa-miR-6848-5p;","hsa_miR_6848_5p;","hsa_miR_6848_5p","hsa_miR_6848_5p"
"MIMAT0027597","hsa-miR-6848-3p;","hsa_miR_6848_3p;","hsa_miR_6848_3p","hsa_miR_6848_3p"
"MIMAT0027598","hsa-miR-6849-5p;","hsa_miR_6849_5p;","hsa_miR_6849_5p","hsa_miR_6849_5p"
"MIMAT0027599","hsa-miR-6849-3p;","hsa_miR_6849_3p;","hsa_miR_6849_3p","hsa_miR_6849_3p"
"MIMAT0027600","hsa-miR-6850-5p;","hsa_miR_6850_5p;","hsa_miR_6850_5p","hsa_miR_6850_5p"
"MIMAT0027601","hsa-miR-6850-3p;","hsa_miR_6850_3p;","hsa_miR_6850_3p","hsa_miR_6850_3p"
"MIMAT0027602","hsa-miR-6851-5p;","hsa_miR_6851_5p;","hsa_miR_6851_5p","hsa_miR_6851_5p"
"MIMAT0027603","hsa-miR-6851-3p;","hsa_miR_6851_3p;","hsa_miR_6851_3p","hsa_miR_6851_3p"
"MIMAT0027604","hsa-miR-6852-5p;","hsa_miR_6852_5p;","hsa_miR_6852_5p","hsa_miR_6852_5p"
"MIMAT0027605","hsa-miR-6852-3p;","hsa_miR_6852_3p;","hsa_miR_6852_3p","hsa_miR_6852_3p"
"MIMAT0027606","hsa-miR-6853-5p;","hsa_miR_6853_5p;","hsa_miR_6853_5p","hsa_miR_6853_5p"
"MIMAT0027607","hsa-miR-6853-3p;","hsa_miR_6853_3p;","hsa_miR_6853_3p","hsa_miR_6853_3p"
"MIMAT0027608","hsa-miR-6854-5p;","hsa_miR_6854_5p;","hsa_miR_6854_5p","hsa_miR_6854_5p"
"MIMAT0027609","hsa-miR-6854-3p;","hsa_miR_6854_3p;","hsa_miR_6854_3p","hsa_miR_6854_3p"
"MIMAT0027610","hsa-miR-6855-5p;","hsa_miR_6855_5p;","hsa_miR_6855_5p","hsa_miR_6855_5p"
"MIMAT0027611","hsa-miR-6855-3p;","hsa_miR_6855_3p;","hsa_miR_6855_3p","hsa_miR_6855_3p"
"MIMAT0027612","hsa-miR-6856-5p;","hsa_miR_6856_5p;","hsa_miR_6856_5p","hsa_miR_6856_5p"
"MIMAT0027613","hsa-miR-6856-3p;","hsa_miR_6856_3p;","hsa_miR_6856_3p","hsa_miR_6856_3p"
"MIMAT0027614","hsa-miR-6857-5p;","hsa_miR_6857_5p;","hsa_miR_6857_5p","hsa_miR_6857_5p"
"MIMAT0027615","hsa-miR-6857-3p;","hsa_miR_6857_3p;","hsa_miR_6857_3p","hsa_miR_6857_3p"
"MIMAT0027616","hsa-miR-6858-5p;","hsa_miR_6858_5p;","hsa_miR_6858_5p","hsa_miR_6858_5p"
"MIMAT0027617","hsa-miR-6858-3p;","hsa_miR_6858_3p;","hsa_miR_6858_3p","hsa_miR_6858_3p"
"MIMAT0027618","hsa-miR-6859-5p;","hsa_miR_6859_5p;","hsa_miR_6859_5p","hsa_miR_6859_5p"
"MIMAT0027619","hsa-miR-6859-3p;","hsa_miR_6859_3p;","hsa_miR_6859_3p","hsa_miR_6859_3p"
"MIMAT0027620","hsa-miR-6769b-5p;","hsa_miR_6769b_5p;","hsa_miR_6769b_5p","hsa_miR_6769b_5p"
"MIMAT0027621","hsa-miR-6769b-3p;","hsa_miR_6769b_3p;","hsa_miR_6769b_3p","hsa_miR_6769b_3p"
"MIMAT0027622","hsa-miR-6860;","hsa_miR_6860;","hsa_miR_6860","hsa_miR_6860"
"MIMAT0027623","hsa-miR-6861-5p;","hsa_miR_6861_5p;","hsa_miR_6861_5p","hsa_miR_6861_5p"
"MIMAT0027624","hsa-miR-6861-3p;","hsa_miR_6861_3p;","hsa_miR_6861_3p","hsa_miR_6861_3p"
"MIMAT0027625","hsa-miR-6862-5p;","hsa_miR_6862_5p;","hsa_miR_6862_5p","hsa_miR_6862_5p"
"MIMAT0027626","hsa-miR-6862-3p;","hsa_miR_6862_3p;","hsa_miR_6862_3p","hsa_miR_6862_3p"
"MIMAT0027627","hsa-miR-6863;","hsa_miR_6863;","hsa_miR_6863","hsa_miR_6863"
"MIMAT0027628","hsa-miR-6864-5p;","hsa_miR_6864_5p;","hsa_miR_6864_5p","hsa_miR_6864_5p"
"MIMAT0027629","hsa-miR-6864-3p;","hsa_miR_6864_3p;","hsa_miR_6864_3p","hsa_miR_6864_3p"
"MIMAT0027630","hsa-miR-6865-5p;","hsa_miR_6865_5p;","hsa_miR_6865_5p","hsa_miR_6865_5p"
"MIMAT0027631","hsa-miR-6865-3p;","hsa_miR_6865_3p;","hsa_miR_6865_3p","hsa_miR_6865_3p"
"MIMAT0027632","hsa-miR-6866-5p;","hsa_miR_6866_5p;","hsa_miR_6866_5p","hsa_miR_6866_5p"
"MIMAT0027633","hsa-miR-6866-3p;","hsa_miR_6866_3p;","hsa_miR_6866_3p","hsa_miR_6866_3p"
"MIMAT0027634","hsa-miR-6867-5p;","hsa_miR_6867_5p;","hsa_miR_6867_5p","hsa_miR_6867_5p"
"MIMAT0027635","hsa-miR-6867-3p;","hsa_miR_6867_3p;","hsa_miR_6867_3p","hsa_miR_6867_3p"
"MIMAT0027636","hsa-miR-6868-5p;","hsa_miR_6868_5p;","hsa_miR_6868_5p","hsa_miR_6868_5p"
"MIMAT0027637","hsa-miR-6868-3p;","hsa_miR_6868_3p;","hsa_miR_6868_3p","hsa_miR_6868_3p"
"MIMAT0027638","hsa-miR-6869-5p;","hsa_miR_6869_5p;","hsa_miR_6869_5p","hsa_miR_6869_5p"
"MIMAT0027639","hsa-miR-6869-3p;","hsa_miR_6869_3p;","hsa_miR_6869_3p","hsa_miR_6869_3p"
"MIMAT0027640","hsa-miR-6870-5p;","hsa_miR_6870_5p;","hsa_miR_6870_5p","hsa_miR_6870_5p"
"MIMAT0027641","hsa-miR-6870-3p;","hsa_miR_6870_3p;","hsa_miR_6870_3p","hsa_miR_6870_3p"
"MIMAT0027642","hsa-miR-6871-5p;","hsa_miR_6871_5p;","hsa_miR_6871_5p","hsa_miR_6871_5p"
"MIMAT0027643","hsa-miR-6871-3p;","hsa_miR_6871_3p;","hsa_miR_6871_3p","hsa_miR_6871_3p"
"MIMAT0027644","hsa-miR-6872-5p;","hsa_miR_6872_5p;","hsa_miR_6872_5p","hsa_miR_6872_5p"
"MIMAT0027645","hsa-miR-6872-3p;","hsa_miR_6872_3p;","hsa_miR_6872_3p","hsa_miR_6872_3p"
"MIMAT0027646","hsa-miR-6873-5p;","hsa_miR_6873_5p;","hsa_miR_6873_5p","hsa_miR_6873_5p"
"MIMAT0027647","hsa-miR-6873-3p;","hsa_miR_6873_3p;","hsa_miR_6873_3p","hsa_miR_6873_3p"
"MIMAT0027648","hsa-miR-6874-5p;","hsa_miR_6874_5p;","hsa_miR_6874_5p","hsa_miR_6874_5p"
"MIMAT0027649","hsa-miR-6874-3p;","hsa_miR_6874_3p;","hsa_miR_6874_3p","hsa_miR_6874_3p"
"MIMAT0027650","hsa-miR-6875-5p;","hsa_miR_6875_5p;","hsa_miR_6875_5p","hsa_miR_6875_5p"
"MIMAT0027651","hsa-miR-6875-3p;","hsa_miR_6875_3p;","hsa_miR_6875_3p","hsa_miR_6875_3p"
"MIMAT0027652","hsa-miR-6876-5p;","hsa_miR_6876_5p;","hsa_miR_6876_5p","hsa_miR_6876_5p"
"MIMAT0027653","hsa-miR-6876-3p;","hsa_miR_6876_3p;","hsa_miR_6876_3p","hsa_miR_6876_3p"
"MIMAT0027654","hsa-miR-6877-5p;","hsa_miR_6877_5p;","hsa_miR_6877_5p","hsa_miR_6877_5p"
"MIMAT0027655","hsa-miR-6877-3p;","hsa_miR_6877_3p;","hsa_miR_6877_3p","hsa_miR_6877_3p"
"MIMAT0027656","hsa-miR-6878-5p;","hsa_miR_6878_5p;","hsa_miR_6878_5p","hsa_miR_6878_5p"
"MIMAT0027657","hsa-miR-6878-3p;","hsa_miR_6878_3p;","hsa_miR_6878_3p","hsa_miR_6878_3p"
"MIMAT0027658","hsa-miR-6879-5p;","hsa_miR_6879_5p;","hsa_miR_6879_5p","hsa_miR_6879_5p"
"MIMAT0027659","hsa-miR-6879-3p;","hsa_miR_6879_3p;","hsa_miR_6879_3p","hsa_miR_6879_3p"
"MIMAT0027660","hsa-miR-6880-5p;","hsa_miR_6880_5p;","hsa_miR_6880_5p","hsa_miR_6880_5p"
"MIMAT0027661","hsa-miR-6880-3p;","hsa_miR_6880_3p;","hsa_miR_6880_3p","hsa_miR_6880_3p"
"MIMAT0027662","hsa-miR-6881-5p;","hsa_miR_6881_5p;","hsa_miR_6881_5p","hsa_miR_6881_5p"
"MIMAT0027663","hsa-miR-6881-3p;","hsa_miR_6881_3p;","hsa_miR_6881_3p","hsa_miR_6881_3p"
"MIMAT0027664","hsa-miR-6882-5p;","hsa_miR_6882_5p;","hsa_miR_6882_5p","hsa_miR_6882_5p"
"MIMAT0027665","hsa-miR-6882-3p;","hsa_miR_6882_3p;","hsa_miR_6882_3p","hsa_miR_6882_3p"
"MIMAT0027666","hsa-miR-6883-5p;","hsa_miR_6883_5p;","hsa_miR_6883_5p","hsa_miR_6883_5p"
"MIMAT0027667","hsa-miR-6883-3p;","hsa_miR_6883_3p;","hsa_miR_6883_3p","hsa_miR_6883_3p"
"MIMAT0027668","hsa-miR-6884-5p;","hsa_miR_6884_5p;","hsa_miR_6884_5p","hsa_miR_6884_5p"
"MIMAT0027669","hsa-miR-6884-3p;","hsa_miR_6884_3p;","hsa_miR_6884_3p","hsa_miR_6884_3p"
"MIMAT0027670","hsa-miR-6885-5p;","hsa_miR_6885_5p;","hsa_miR_6885_5p","hsa_miR_6885_5p"
"MIMAT0027671","hsa-miR-6885-3p;","hsa_miR_6885_3p;","hsa_miR_6885_3p","hsa_miR_6885_3p"
"MIMAT0027672","hsa-miR-6886-5p;","hsa_miR_6886_5p;","hsa_miR_6886_5p","hsa_miR_6886_5p"
"MIMAT0027673","hsa-miR-6886-3p;","hsa_miR_6886_3p;","hsa_miR_6886_3p","hsa_miR_6886_3p"
"MIMAT0027674","hsa-miR-6887-5p;","hsa_miR_6887_5p;","hsa_miR_6887_5p","hsa_miR_6887_5p"
"MIMAT0027675","hsa-miR-6887-3p;","hsa_miR_6887_3p;","hsa_miR_6887_3p","hsa_miR_6887_3p"
"MIMAT0027676","hsa-miR-6888-5p;","hsa_miR_6888_5p;","hsa_miR_6888_5p","hsa_miR_6888_5p"
"MIMAT0027677","hsa-miR-6888-3p;","hsa_miR_6888_3p;","hsa_miR_6888_3p","hsa_miR_6888_3p"
"MIMAT0027678","hsa-miR-6889-5p;","hsa_miR_6889_5p;","hsa_miR_6889_5p","hsa_miR_6889_5p"
"MIMAT0027679","hsa-miR-6889-3p;","hsa_miR_6889_3p;","hsa_miR_6889_3p","hsa_miR_6889_3p"
"MIMAT0027680","hsa-miR-6890-5p;","hsa_miR_6890_5p;","hsa_miR_6890_5p","hsa_miR_6890_5p"
"MIMAT0027681","hsa-miR-6890-3p;","hsa_miR_6890_3p;","hsa_miR_6890_3p","hsa_miR_6890_3p"
"MIMAT0027682","hsa-miR-6891-5p;","hsa_miR_6891_5p;","hsa_miR_6891_5p","hsa_miR_6891_5p"
"MIMAT0027683","hsa-miR-6891-3p;","hsa_miR_6891_3p;","hsa_miR_6891_3p","hsa_miR_6891_3p"
"MIMAT0027684","hsa-miR-6892-5p;","hsa_miR_6892_5p;","hsa_miR_6892_5p","hsa_miR_6892_5p"
"MIMAT0027685","hsa-miR-6892-3p;","hsa_miR_6892_3p;","hsa_miR_6892_3p","hsa_miR_6892_3p"
"MIMAT0027686","hsa-miR-6893-5p;","hsa_miR_6893_5p;","hsa_miR_6893_5p","hsa_miR_6893_5p"
"MIMAT0027687","hsa-miR-6893-3p;","hsa_miR_6893_3p;","hsa_miR_6893_3p","hsa_miR_6893_3p"
"MIMAT0027688","hsa-miR-6894-5p;","hsa_miR_6894_5p;","hsa_miR_6894_5p","hsa_miR_6894_5p"
"MIMAT0027689","hsa-miR-6894-3p;","hsa_miR_6894_3p;","hsa_miR_6894_3p","hsa_miR_6894_3p"
"MIMAT0027690","hsa-miR-6895-5p;","hsa_miR_6895_5p;","hsa_miR_6895_5p","hsa_miR_6895_5p"
"MIMAT0027691","hsa-miR-6895-3p;","hsa_miR_6895_3p;","hsa_miR_6895_3p","hsa_miR_6895_3p"
"MIMAT0028109","hsa-miR-7106-5p;","hsa_miR_7106_5p;","hsa_miR_7106_5p","hsa_miR_7106_5p"
"MIMAT0028110","hsa-miR-7106-3p;","hsa_miR_7106_3p;","hsa_miR_7106_3p","hsa_miR_7106_3p"
"MIMAT0028111","hsa-miR-7107-5p;","hsa_miR_7107_5p;","hsa_miR_7107_5p","hsa_miR_7107_5p"
"MIMAT0028112","hsa-miR-7107-3p;","hsa_miR_7107_3p;","hsa_miR_7107_3p","hsa_miR_7107_3p"
"MIMAT0028113","hsa-miR-7108-5p;","hsa_miR_7108_5p;","hsa_miR_7108_5p","hsa_miR_7108_5p"
"MIMAT0028114","hsa-miR-7108-3p;","hsa_miR_7108_3p;","hsa_miR_7108_3p","hsa_miR_7108_3p"
"MIMAT0028115","hsa-miR-7109-5p;","hsa_miR_7109_5p;","hsa_miR_7109_5p","hsa_miR_7109_5p"
"MIMAT0028116","hsa-miR-7109-3p;","hsa_miR_7109_3p;","hsa_miR_7109_3p","hsa_miR_7109_3p"
"MIMAT0028117","hsa-miR-7110-5p;","hsa_miR_7110_5p;","hsa_miR_7110_5p","hsa_miR_7110_5p"
"MIMAT0028118","hsa-miR-7110-3p;","hsa_miR_7110_3p;","hsa_miR_7110_3p","hsa_miR_7110_3p"
"MIMAT0028119","hsa-miR-7111-5p;","hsa_miR_7111_5p;","hsa_miR_7111_5p","hsa_miR_7111_5p"
"MIMAT0028120","hsa-miR-7111-3p;","hsa_miR_7111_3p;","hsa_miR_7111_3p","hsa_miR_7111_3p"
"MIMAT0028121","hsa-miR-7112-5p;","hsa_miR_7112_5p;","hsa_miR_7112_5p","hsa_miR_7112_5p"
"MIMAT0028122","hsa-miR-7112-3p;","hsa_miR_7112_3p;","hsa_miR_7112_3p","hsa_miR_7112_3p"
"MIMAT0028123","hsa-miR-7113-5p;","hsa_miR_7113_5p;","hsa_miR_7113_5p","hsa_miR_7113_5p"
"MIMAT0028124","hsa-miR-7113-3p;","hsa_miR_7113_3p;","hsa_miR_7113_3p","hsa_miR_7113_3p"
"MIMAT0028125","hsa-miR-7114-5p;","hsa_miR_7114_5p;","hsa_miR_7114_5p","hsa_miR_7114_5p"
"MIMAT0028126","hsa-miR-7114-3p;","hsa_miR_7114_3p;","hsa_miR_7114_3p","hsa_miR_7114_3p"
"MIMAT0028211","hsa-miR-7150;","hsa_miR_7150;","hsa_miR_7150","hsa_miR_7150"
"MIMAT0028212","hsa-miR-7151-5p;","hsa_miR_7151_5p;","hsa_miR_7151_5p","hsa_miR_7151_5p"
"MIMAT0028213","hsa-miR-7151-3p;","hsa_miR_7151_3p;","hsa_miR_7151_3p","hsa_miR_7151_3p"
"MIMAT0028214","hsa-miR-7152-5p;","hsa_miR_7152_5p;","hsa_miR_7152_5p","hsa_miR_7152_5p"
"MIMAT0028215","hsa-miR-7152-3p;","hsa_miR_7152_3p;","hsa_miR_7152_3p","hsa_miR_7152_3p"
"MIMAT0028216","hsa-miR-7153-5p;","hsa_miR_7153_5p;","hsa_miR_7153_5p","hsa_miR_7153_5p"
"MIMAT0028217","hsa-miR-7153-3p;","hsa_miR_7153_3p;","hsa_miR_7153_3p","hsa_miR_7153_3p"
"MIMAT0028218","hsa-miR-7154-5p;","hsa_miR_7154_5p;","hsa_miR_7154_5p","hsa_miR_7154_5p"
"MIMAT0028219","hsa-miR-7154-3p;","hsa_miR_7154_3p;","hsa_miR_7154_3p","hsa_miR_7154_3p"
"MIMAT0028220","hsa-miR-7155-5p;","hsa_miR_7155_5p;","hsa_miR_7155_5p","hsa_miR_7155_5p"
"MIMAT0028221","hsa-miR-7155-3p;","hsa_miR_7155_3p;","hsa_miR_7155_3p","hsa_miR_7155_3p"
"MIMAT0028222","hsa-miR-7156-5p;","hsa_miR_7156_5p;","hsa_miR_7156_5p","hsa_miR_7156_5p"
"MIMAT0028223","hsa-miR-7156-3p;","hsa_miR_7156_3p;","hsa_miR_7156_3p","hsa_miR_7156_3p"
"MIMAT0028224","hsa-miR-7157-5p;","hsa_miR_7157_5p;","hsa_miR_7157_5p","hsa_miR_7157_5p"
"MIMAT0028225","hsa-miR-7157-3p;","hsa_miR_7157_3p;","hsa_miR_7157_3p","hsa_miR_7157_3p"
"MIMAT0028226","hsa-miR-7158-5p;","hsa_miR_7158_5p;","hsa_miR_7158_5p","hsa_miR_7158_5p"
"MIMAT0028227","hsa-miR-7158-3p;","hsa_miR_7158_3p;","hsa_miR_7158_3p","hsa_miR_7158_3p"
"MIMAT0028228","hsa-miR-7159-5p;","hsa_miR_7159_5p;","hsa_miR_7159_5p","hsa_miR_7159_5p"
"MIMAT0028229","hsa-miR-7159-3p;","hsa_miR_7159_3p;","hsa_miR_7159_3p","hsa_miR_7159_3p"
"MIMAT0028230","hsa-miR-7160-5p;","hsa_miR_7160_5p;","hsa_miR_7160_5p","hsa_miR_7160_5p"
"MIMAT0028231","hsa-miR-7160-3p;","hsa_miR_7160_3p;","hsa_miR_7160_3p","hsa_miR_7160_3p"
"MIMAT0028232","hsa-miR-7161-5p;","hsa_miR_7161_5p;","hsa_miR_7161_5p","hsa_miR_7161_5p"
"MIMAT0028233","hsa-miR-7161-3p;","hsa_miR_7161_3p;","hsa_miR_7161_3p","hsa_miR_7161_3p"
"MIMAT0028234","hsa-miR-7162-5p;","hsa_miR_7162_5p;","hsa_miR_7162_5p","hsa_miR_7162_5p"
"MIMAT0028235","hsa-miR-7162-3p;","hsa_miR_7162_3p;","hsa_miR_7162_3p","hsa_miR_7162_3p"
"MIMAT0029310","hsa-miR-7515;","hsa_miR_7515;","hsa_miR_7515","hsa_miR_7515"
"MIMAT0029782","hsa-miR-7641;","hsa_miR_7641;","hsa_miR_7641","hsa_miR_7641"
"MIMAT0030017","hsa-miR-7702;","hsa_miR_7702;","hsa_miR_7702","hsa_miR_7702"
"MIMAT0030018","hsa-miR-7703;","hsa_miR_7703;","hsa_miR_7703","hsa_miR_7703"
"MIMAT0030019","hsa-miR-7704;","hsa_miR_7704;","hsa_miR_7704","hsa_miR_7704"
"MIMAT0030020","hsa-miR-7705;","hsa_miR_7705;","hsa_miR_7705","hsa_miR_7705"
"MIMAT0030021","hsa-miR-7706;","hsa_miR_7706;","hsa_miR_7706","hsa_miR_7706"
"MIMAT0030411","hsa-miR-7843-5p;","hsa_miR_7843_5p;","hsa_miR_7843_5p","hsa_miR_7843_5p"
"MIMAT0030412","hsa-miR-7843-3p;","hsa_miR_7843_3p;","hsa_miR_7843_3p","hsa_miR_7843_3p"
"MIMAT0030413","hsa-miR-4433b-5p;","hsa_miR_4433b_5p;","hsa_miR_4433b_5p","hsa_miR_4433b_5p"
"MIMAT0030414","hsa-miR-4433b-3p;","hsa_miR_4433b_3p;","hsa_miR_4433b_3p","hsa_miR_4433b_3p"
"MIMAT0030415","hsa-miR-1273h-5p;","hsa_miR_1273h_5p;","hsa_miR_1273h_5p","hsa_miR_1273h_5p"
"MIMAT0030416","hsa-miR-1273h-3p;","hsa_miR_1273h_3p;","hsa_miR_1273h_3p","hsa_miR_1273h_3p"
"MIMAT0030417","hsa-miR-6516-5p;","hsa_miR_6516_5p;","hsa_miR_6516_5p","hsa_miR_6516_5p"
"MIMAT0030418","hsa-miR-6516-3p;","hsa_miR_6516_3p;","hsa_miR_6516_3p","hsa_miR_6516_3p"
"MIMAT0030419","hsa-miR-7844-5p;","hsa_miR_7844_5p;","hsa_miR_7844_5p","hsa_miR_7844_5p"
"MIMAT0030420","hsa-miR-7845-5p;","hsa_miR_7845_5p;","hsa_miR_7845_5p","hsa_miR_7845_5p"
"MIMAT0030421","hsa-miR-7846-3p;","hsa_miR_7846_3p;","hsa_miR_7846_3p","hsa_miR_7846_3p"
"MIMAT0030422","hsa-miR-7847-3p;","hsa_miR_7847_3p;","hsa_miR_7847_3p","hsa_miR_7847_3p"
"MIMAT0030423","hsa-miR-7848-3p;","hsa_miR_7848_3p;","hsa_miR_7848_3p","hsa_miR_7848_3p"
"MIMAT0030424","hsa-miR-7849-3p;","hsa_miR_7849_3p;","hsa_miR_7849_3p","hsa_miR_7849_3p"
"MIMAT0030425","hsa-miR-7850-5p;","hsa_miR_7850_5p;","hsa_miR_7850_5p","hsa_miR_7850_5p"
"MIMAT0030426","hsa-miR-7851-3p;","hsa_miR_7851_3p;","hsa_miR_7851_3p","hsa_miR_7851_3p"
"MIMAT0030427","hsa-miR-7852-3p;","hsa_miR_7852_3p;","hsa_miR_7852_3p","hsa_miR_7852_3p"
"MIMAT0030428","hsa-miR-7853-5p;","hsa_miR_7853_5p;","hsa_miR_7853_5p","hsa_miR_7853_5p"
"MIMAT0030429","hsa-miR-7854-3p;","hsa_miR_7854_3p;","hsa_miR_7854_3p","hsa_miR_7854_3p"
"MIMAT0030430","hsa-miR-7855-5p;","hsa_miR_7855_5p;","hsa_miR_7855_5p","hsa_miR_7855_5p"
"MIMAT0030431","hsa-miR-7856-5p;","hsa_miR_7856_5p;","hsa_miR_7856_5p","hsa_miR_7856_5p"
"MIMAT0030979","hsa-miR-8052;","hsa_miR_8052;","hsa_miR_8052","hsa_miR_8052"
"MIMAT0030980","hsa-miR-8053;","hsa_miR_8053;","hsa_miR_8053","hsa_miR_8053"
"MIMAT0030981","hsa-miR-8054;","hsa_miR_8054;","hsa_miR_8054","hsa_miR_8054"
"MIMAT0030982","hsa-miR-8055;","hsa_miR_8055;","hsa_miR_8055","hsa_miR_8055"
"MIMAT0030983","hsa-miR-8056;","hsa_miR_8056;","hsa_miR_8056","hsa_miR_8056"
"MIMAT0030984","hsa-miR-8057;","hsa_miR_8057;","hsa_miR_8057","hsa_miR_8057"
"MIMAT0030985","hsa-miR-8058;","hsa_miR_8058;","hsa_miR_8058","hsa_miR_8058"
"MIMAT0030986","hsa-miR-8059;","hsa_miR_8059;","hsa_miR_8059","hsa_miR_8059"
"MIMAT0030987","hsa-miR-8060;","hsa_miR_8060;","hsa_miR_8060","hsa_miR_8060"
"MIMAT0030988","hsa-miR-8061;","hsa_miR_8061;","hsa_miR_8061","hsa_miR_8061"
"MIMAT0030989","hsa-miR-8062;","hsa_miR_8062;","hsa_miR_8062","hsa_miR_8062"
"MIMAT0030990","hsa-miR-8063;","hsa_miR_8063;","hsa_miR_8063","hsa_miR_8063"
"MIMAT0030991","hsa-miR-8064;","hsa_miR_8064;","hsa_miR_8064","hsa_miR_8064"
"MIMAT0030992","hsa-miR-8065;","hsa_miR_8065;","hsa_miR_8065","hsa_miR_8065"
"MIMAT0030993","hsa-miR-8066;","hsa_miR_8066;","hsa_miR_8066","hsa_miR_8066"
"MIMAT0030994","hsa-miR-8067;","hsa_miR_8067;","hsa_miR_8067","hsa_miR_8067"
"MIMAT0030995","hsa-miR-8068;","hsa_miR_8068;","hsa_miR_8068","hsa_miR_8068"
"MIMAT0030996","hsa-miR-8069;","hsa_miR_8069;","hsa_miR_8069","hsa_miR_8069"
"MIMAT0030997","hsa-miR-8070;","hsa_miR_8070;","hsa_miR_8070","hsa_miR_8070"
"MIMAT0030998","hsa-miR-8071;","hsa_miR_8071;","hsa_miR_8071","hsa_miR_8071"
"MIMAT0030999","hsa-miR-8072;","hsa_miR_8072;","hsa_miR_8072","hsa_miR_8072"
"MIMAT0031000","hsa-miR-8073;","hsa_miR_8073;","hsa_miR_8073","hsa_miR_8073"
"MIMAT0031001","hsa-miR-8074;","hsa_miR_8074;","hsa_miR_8074","hsa_miR_8074"
"MIMAT0031002","hsa-miR-8075;","hsa_miR_8075;","hsa_miR_8075","hsa_miR_8075"
"MIMAT0031003","hsa-miR-8076;","hsa_miR_8076;","hsa_miR_8076","hsa_miR_8076"
"MIMAT0031004","hsa-miR-8077;","hsa_miR_8077;","hsa_miR_8077","hsa_miR_8077"
"MIMAT0031005","hsa-miR-8078;","hsa_miR_8078;","hsa_miR_8078","hsa_miR_8078"
"MIMAT0031006","hsa-miR-8079;","hsa_miR_8079;","hsa_miR_8079","hsa_miR_8079"
"MIMAT0031007","hsa-miR-8080;","hsa_miR_8080;","hsa_miR_8080","hsa_miR_8080"
"MIMAT0031008","hsa-miR-8081;","hsa_miR_8081;","hsa_miR_8081","hsa_miR_8081"
"MIMAT0031009","hsa-miR-8082;","hsa_miR_8082;","hsa_miR_8082","hsa_miR_8082"
"MIMAT0031010","hsa-miR-8083;","hsa_miR_8083;","hsa_miR_8083","hsa_miR_8083"
"MIMAT0031011","hsa-miR-8084;","hsa_miR_8084;","hsa_miR_8084","hsa_miR_8084"
"MIMAT0031012","hsa-miR-8085;","hsa_miR_8085;","hsa_miR_8085","hsa_miR_8085"
"MIMAT0031013","hsa-miR-8086;","hsa_miR_8086;","hsa_miR_8086","hsa_miR_8086"
"MIMAT0031014","hsa-miR-8087;","hsa_miR_8087;","hsa_miR_8087","hsa_miR_8087"
"MIMAT0031015","hsa-miR-8088;","hsa_miR_8088;","hsa_miR_8088","hsa_miR_8088"
"MIMAT0031016","hsa-miR-8089;","hsa_miR_8089;","hsa_miR_8089","hsa_miR_8089"
"MIMAT0031074","hsa-miR-450a-2-3p;","hsa_miR_450a_2_3p;","hsa_miR_450a_2_3p","hsa_miR_450a_2_3p"
"MIMAT0031095","hsa-miR-128-2-5p;","hsa_miR_128_2_5p;","hsa_miR_128_2_5p","hsa_miR_128_2_5p"
"MIMAT0031119","hsa-miR-1199-5p;","hsa_miR_1199_5p;","hsa_miR_1199_5p","hsa_miR_1199_5p"
"MIMAT0031120","hsa-miR-1199-3p;","hsa_miR_1199_3p;","hsa_miR_1199_3p","hsa_miR_1199_3p"
"MIMAT0031175","hsa-miR-548ba;","hsa_miR_548ba;","hsa_miR_548ba","hsa_miR_548ba"
"MIMAT0031176","hsa-miR-7973;","hsa_miR_7973;","hsa_miR_7973","hsa_miR_7973"
"MIMAT0031177","hsa-miR-7974;","hsa_miR_7974;","hsa_miR_7974","hsa_miR_7974"
"MIMAT0031178","hsa-miR-7975;","hsa_miR_7975;","hsa_miR_7975","hsa_miR_7975"
"MIMAT0031179","hsa-miR-7976;","hsa_miR_7976;","hsa_miR_7976","hsa_miR_7976"
"MIMAT0031180","hsa-miR-7977;","hsa_miR_7977;","hsa_miR_7977","hsa_miR_7977"
"MIMAT0031181","hsa-miR-7978;","hsa_miR_7978;","hsa_miR_7978","hsa_miR_7978"
"MIMAT0031890","hsa-miR-203a-5p;","hsa_miR_203a_5p;","hsa_miR_203a_5p","hsa_miR_203a_5p"
"MIMAT0031892","hsa-miR-1-5p;","hsa_miR_1_5p;","hsa_miR_1_5p","hsa_miR_1_5p"
"MIMAT0031893","hsa-miR-181b-2-3p;","hsa_miR_181b_2_3p;","hsa_miR_181b_2_3p","hsa_miR_181b_2_3p"
"MIMAT0032026","hsa-miR-301b-5p;","hsa_miR_301b_5p;","hsa_miR_301b_5p","hsa_miR_301b_5p"
"MIMAT0032029","hsa-miR-1249-5p;","hsa_miR_1249_5p;","hsa_miR_1249_5p","hsa_miR_1249_5p"
"MIMAT0032110","hsa-miR-3653-5p;","hsa_miR_3653_5p;","hsa_miR_3653_5p","hsa_miR_3653_5p"
"MIMAT0032114","hsa-miR-548ad-5p;","hsa_miR_548ad_5p;","hsa_miR_548ad_5p","hsa_miR_548ad_5p"
