,NDNRF_1,NDNRF_2,NDNRF_3,NDNRF_4,NDNRF_5,NDNRF_6,NDNRF_7,NDNRF_8,NDNRF_9,NDNRF_10,NDNRF_11,T2DKD_1,T2DKD_2,T2DKD_3,T2DKD_4,T2DKD_5,T2DKD_6,T2DKD_7,T2DKD_8,T2DKD_9,T2DNRF_1,T2DNRF_2,T2DNRF_3,T2DNRF_4,T2DNRF_5,T2DNRF_6,T2DNRF_7,T2DNRF_8,T2DNRF_9,T2DNRF_10,T2DNRF_11,T2DNRF_12,T2DNRF_13
hsa-miR-10396a-3p,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10397-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10398-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-10398-3p,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10399-5p,1,0,0,0,0,1,5,0,4,8,0,0,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0,7,0,10,9,9,0
hsa-miR-10399-3p,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,4,0,0,0,0,6,0,0,0,3,0,0,6,1,0
hsa-miR-10400-5p,22,0,0,44,14,4,0,0,3,0,60,0,1,0,1,0,0,2,5,3,0,385,6,1,1,4,0,10,0,2,5,8,1
hsa-miR-10401-5p,0,0,0,0,0,0,0,0,0,0,0,2,5,14,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,1
hsa-miR-10401-3p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
hsa-miR-10396b-3p,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-9983-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hsa-miR-10527-5p,0,8,54,19,102,47,71,71,28,40,50,8,19,25,13,10,10,2,20,38,129,0,80,61,18,83,78,52,58,47,72,41,31
hsa-miR-11400,423,28,1660,1009,106,238,207,575,707,687,207,7,70,217,65,34,880,34,323,10,905,701,88,628,85,1369,1267,238,1220,43,335,423,61
hsa-miR-11401,27,0,0,0,0,0,0,0,0,0,33,0,0,0,0,27,15,0,0,3,0,0,0,0,0,0,0,20,0,8,2,0,3
hsa-miR-3059-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-9851-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hsa-miR-12114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hsa-miR-12116,31,2,103,319,5,117,4,83,13,32,81,8,0,20,5,18,32,0,2,1,7,265,0,1,6,61,174,35,46,8,16,14,0
hsa-miR-12122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-12127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12128,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12135,0,0,0,104,6,11,0,56,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,11,4,103,0,28,4,0
hsa-miR-12136,0,0,51,57,4,0,77,0,0,16,0,0,5,0,4,0,27,2,7,0,0,0,16,44,0,51,0,4,22,14,27,0,10
