miRNA,patient2_platelets,patient3_platelets,patient4_platelets,patient5_platelets,patient6_platelets,patient8_platelets,patient9_platelets,patient10_platelets,patient11_platelets,patient12_platelets,patient13_platelets,patient15_platelets,patient16_platelets,patient17_platelets,patient18_platelets,patient19_platelets,patient20_platelets,patient21_platelets,patient14_platelets,patient7a_platelets,patient7b_platelets,patient7c_platelets,control1_platelets,control2_platelets,control3_platelets,control4_platelets,control5_platelets,control6_platelets,control7_platelets,control8_platelets,control10_platelets,control11_platelets,control12_platelets,control13_platelets,control14_platelets,control15_platelets,control16_platelets,control17_platelets,control18_platelets,control20_platelets,control19_platelets,control9a_platelets,control9b_platelets,control9c_platelets,patient2_Microvesicles,patient3_Microvesicles,patient4_Microvesicles,patient5_Microvesicles,patient6_Microvesicles,patient8_Microvesicles,patient9_Microvesicles,patient10_Microvesicles,patient11_Microvesicles,patient12_Microvesicles,patient13_Microvesicles,patient15_Microvesicles,patient16_Microvesicles,patient17_Microvesicles,patient18_Microvesicles,patient19_Microvesicles,patient20_Microvesicles,patient21_Microvesicles,patient14_Microvesicles,patient7a_Microvesicles,patient7b_Microvesicles,patient7c_Microvesicles,control1_Microvesicles,control2_Microvesicles,control3_Microvesicles,control4_Microvesicles,control5_Microvesicles,control6_Microvesicles,control7_Microvesicles,control8_Microvesicles,control10_Microvesicles,control11_Microvesicles,control12_Microvesicles,control13_Microvesicles,control14_Microvesicles,control15_Microvesicles,control16_Microvesicles,control17_Microvesicles,control18_Microvesicles,control20_Microvesicles,control19_Microvesicles,control9a_Microvesicles,control9b_Microvesicles,control9c_Microvesicles,patient2_PBMC,patient3_PBMC,patient4_PBMC,patient5_PBMC,patient6_PBMC,patient8_PBMC,patient9_PBMC,patient10_PBMC,patient11_PBMC,patient12_PBMC,patient13_PBMC,patient15_PBMC,patient16_PBMC,patient17_PBMC,patient18_PBMC,patient19_PBMC,patient20_PBMC,patient21_PBMC,patient14_PBMC,patient7a_PBMC,patient7b_PBMC,patient7c_PBMC,control1_PBMC,control2_PBMC,control3_PBMC,control4_PBMC,control5_PBMC,control6_PBMC,control7_PBMC,control8_PBMC,control10_PBMC,control11_PBMC,control12_PBMC,control13_PBMC,control14_PBMC,control15_PBMC,control16_PBMC,control17_PBMC,control18_PBMC,control20_PBMC,control19_PBMC,control9a_PBMC,control9b_PBMC,control9c_PBMC
hsa-miR-302b-star,3.965603,3.68762,3.73284,3.446703,4.00771,3.459393,3.981928,4.377539,4.156408,3.574924,4.287219,3.992775,4.059662,3.751427,4.509322,4.101181,3.797982,3.787659,4.680289,3.689633,3.594284,3.673841,3.49401,4.395631,4.26523,4.247141,3.48231,3.437647,4.651699,3.977562,3.949077,3.888955,3.906167,3.819177,4.337579,3.894659,4.021152,4.022591,4.257164,3.826787,4.551752,3.892996,3.807869,4.017229,3.773865,4.455646,4.549356,4.403665,4.215074,4.413025,4.243846,5.110827,4.317548,4.336926,4.654475,4.121599,4.279873,4.446586,4.067499,3.711017,4.079327,3.925931,4.246585,3.929178,4.054872,4.400067,4.112998,4.302865,3.44729,4.612169,3.850573,4.428624,3.954017,3.796347,4.175792,4.561025,4.06639,4.279825,3.837534,4.771061,3.915599,4.255633,4.458663,4.261129,3.792789,4.343851,3.9623,4.22673,3.843559,4.277304,3.806179,4.073737,4.267566,4.264112,4.269662,3.940355,3.773762,4.130217,4.254893,3.53317,3.895644,3.924545,4.441449,4.67021,4.428117,3.699629,3.579218,3.776096,4.033886,4.117737,4.507069,4.355571,3.727125,3.991911,4.204124,3.874058,3.538062,4.23707,3.526186,3.901978,3.97974,3.813625,4.620199,3.752462,4.028698,4.16106,4.108104,4.094903,3.783427,3.992991,4.33396,3.846008
hsa-miR-302b,3.510127,3.11442,3.671029,3.562264,3.405475,2.740654,3.7555,3.8684,2.570606,2.596322,3.537767,3.319409,3.150176,3.034412,3.785036,3.737956,3.676668,3.629635,4.225053,3.562206,4.152702,3.950117,3.840553,3.273512,2.957896,3.127111,3.706616,3.439984,3.925243,3.071188,3.843508,3.841359,3.262858,3.86384,3.91023,3.290095,3.816708,3.496893,3.637985,3.20606,3.731032,2.942114,3.901911,3.161606,4.020617,4.269742,3.643148,4.229086,4.295498,3.973142,3.760108,3.894109,3.637194,3.862216,3.996788,3.799077,3.910451,3.733205,3.822303,4.30442,4.507786,3.97199,3.922729,3.484223,4.054872,4.213994,4.020188,3.959879,4.03432,3.868037,3.849047,4.230576,3.952915,3.961444,3.09205,4.077909,3.403921,4.039579,4.379037,3.801388,4.01328,3.891715,3.618654,3.905132,3.591931,3.809691,3.862212,3.557819,3.288882,3.180962,3.338016,4.318565,3.360862,3.315924,3.21022,3.740676,3.596233,3.750319,4.035657,3.323979,3.662104,3.215254,3.75356,3.375723,4.194161,3.456455,3.76673,3.406188,3.81182,3.062564,3.509596,3.643476,3.628523,3.551806,4.149619,3.472523,3.419797,3.997743,3.800468,3.945065,3.249819,3.306641,3.809585,3.152258,3.345105,3.824045,3.522943,4.092743,3.201248,3.095462,3.290077,3.500417
hsa-miR-302c-star,3.923033,3.627225,3.000409,3.381121,2.985257,4.21458,4.185876,3.569591,2.902212,3.455892,3.333432,3.992775,3.390889,2.960293,3.545009,3.250489,3.302837,3.834717,3.890699,3.846039,3.480928,3.722116,2.830511,3.407686,4.260185,4.100904,3.646604,2.839818,3.6669,3.165381,4.07205,3.641411,3.447771,3.86384,4.138135,3.290095,3.62897,3.496893,3.787597,3.888903,4.50717,3.885788,3.407433,3.297906,4.159229,4.451325,5.542393,4.173423,4.211735,3.679434,4.206163,4.780935,3.956808,3.757321,4.097868,3.732962,4.244814,4.394345,4.163805,4.472044,4.318966,4.929108,4.030038,5.24182,4.669507,3.904455,4.382185,4.240426,4.461061,4.920428,4.746051,4.063401,3.599014,4.320849,4.07534,4.291501,4.350626,4.24898,4.250041,3.966726,4.364179,4.297421,4.427894,4.214391,4.048282,4.194843,4.311343,4.375642,3.954806,3.566992,3.260471,3.347768,3.277338,3.130365,3.136405,3.532339,3.061542,3.652896,3.538515,3.771119,3.293082,3.364985,3.455551,3.504272,3.355256,3.464641,3.360201,3.603489,3.358578,4.075989,3.642939,4.031211,2.934621,3.874577,3.095218,3.266131,3.537821,3.39439,3.464227,3.692212,3.024236,3.306641,3.022689,2.31255,3.918693,3.967211,3.834413,2.795401,3.266949,3.548553,3.42214,3.433662
hsa-miR-302c,3.965133,3.492502,2.997487,3.384836,3.207092,3.327722,3.543392,3.02253,3.245276,3.916106,3.602149,3.488752,3.771097,3.357211,3.611712,3.309725,3.472611,3.460045,3.029341,3.359099,4.041735,3.722603,4.226597,3.760057,2.957896,3.374537,3.59721,3.103019,3.925243,3.416769,3.221467,3.706021,2.649527,3.298805,3.501042,3.576276,2.728453,3.61575,4.040563,3.103381,4.371253,3.841127,2.944151,3.465319,4.25833,3.96182,3.779947,3.715543,3.899087,3.977274,3.864731,3.783561,3.855023,3.862216,4.246395,3.672174,3.856862,3.906243,3.92937,3.80371,3.816236,3.638409,3.977056,3.411138,3.957425,4.260964,3.459565,4.32637,3.725996,3.499042,4.136927,4.149481,3.601578,4.012779,3.911881,3.673074,3.894741,4.434058,4.045443,4.022195,3.965266,4.035191,3.742402,3.735845,3.794341,3.911783,4.145006,3.556624,3.842255,3.634713,3.484771,3.347768,3.811584,3.826778,3.627252,3.201789,3.464609,3.702092,3.77941,3.826316,3.356674,3.294304,3.584818,4.018689,3.491929,3.648155,3.93258,3.60396,3.143172,3.147276,3.928725,3.528786,4.055789,3.548424,3.272173,3.274194,2.698828,3.752687,3.641541,3.310083,3.723696,3.382062,3.591423,3.798671,3.829929,3.958142,3.586718,3.261453,3.831841,3.178894,2.982443,3.049893
hsa-miR-302d-star,4.621957,4.491758,3.735664,3.997687,4.797814,4.782899,4.802546,4.744984,3.904273,4.136623,3.824884,4.504421,5.078798,4.520528,4.870119,4.466434,5.310214,4.089743,4.324585,4.934029,4.997656,4.415935,3.853338,4.522332,4.861365,3.944954,4.417334,4.458047,4.359899,3.642245,4.325827,4.654401,3.84486,3.994163,4.761987,4.586189,4.269819,4.555398,4.805563,4.532525,3.473954,4.832756,3.844032,3.721604,3.776244,3.597079,3.779947,3.940656,4.582765,3.731538,4.182451,3.948411,3.806505,3.966277,4.151389,4.121599,3.854077,3.673274,3.622753,3.940269,3.762251,3.789261,4.281811,3.881748,4.330587,4.45497,4.293105,4.152952,3.927848,4.074739,4.064402,4.244502,4.212842,4.64806,3.965946,4.082798,3.854401,4.01754,4.379037,3.912381,3.814412,3.941212,4.016212,3.795011,4.016059,4.404004,4.311343,3.732509,3.783896,3.755474,4.133464,4.331167,3.073057,4.391633,4.473273,3.637294,4.47542,3.678961,4.43869,3.880594,4.096475,3.9119,3.245141,3.675823,4.373268,4.073777,4.154634,4.150717,3.763281,4.15468,4.230246,3.701891,4.524312,4.132613,3.582468,4.018894,4.316811,4.217275,4.112075,4.184573,3.387723,4.344469,4.480129,4.17538,3.405288,4.006497,4.543746,3.900765,4.318015,3.607907,3.990846,4.340823
hsa-miR-302d,3.515394,2.216947,2.9047,3.623541,2.819004,3.582201,3.755325,2.747772,4.160001,2.81442,3.335111,3.6362,3.594579,3.30261,3.402241,2.680252,3.5289,3.569912,3.833435,3.363285,3.365169,3.405857,3.806638,3.657141,3.308669,3.657585,3.355939,3.846379,3.275998,3.778865,3.044638,2.914847,3.262858,3.661817,3.59243,2.664054,3.524871,3.831964,3.527914,2.995858,3.25591,3.660304,3.20078,3.232743,4.020617,3.905287,3.91392,3.885392,3.996607,4.0198,3.711054,3.735818,4.165,4.067813,4.34824,3.907116,4.573051,3.618597,3.627264,3.711017,4.616292,4.061231,3.805015,3.75604,3.675271,4.260964,3.703707,3.887808,4.280427,3.751882,3.999835,3.960109,3.864194,3.741636,4.224422,3.606204,3.764473,3.92856,3.786765,3.85635,3.865081,3.892372,3.962485,4.593207,3.897662,3.457193,4.23911,4.079597,2.920518,3.183238,3.620863,3.931318,3.175341,3.626926,3.574249,3.201789,3.238846,3.795248,3.603852,3.597833,3.971888,3.671923,3.45958,3.739445,3.116024,3.648155,4.032987,3.174165,3.291966,3.570581,3.509596,3.339626,3.355578,3.74304,3.582468,3.53581,3.879567,3.903688,3.642069,3.248679,3.38369,3.52532,3.469728,3.152258,3.051086,3.352539,3.907131,3.850959,2.871421,3.784655,3.290077,4.262029
hsa-miR-302e,3.386443,3.68762,3.413546,3.09587,3.343121,3.997887,3.211616,3.329448,3.170717,3.853271,3.927343,2.961489,3.728975,3.175341,3.79084,3.988753,3.706854,3.470167,4.021807,3.412868,3.001778,3.771862,2.718944,3.415114,3.308669,3.519573,3.546042,2.940641,3.536443,3.642245,4.37323,4.036348,3.616531,3.557032,3.711417,3.525297,3.812728,3.61664,3.340625,3.759938,2.715788,3.027896,3.274483,3.983196,4.065823,3.96182,3.713595,3.521711,3.847548,3.440711,3.675957,4.392126,4.187139,4.061563,3.833536,3.794079,4.227418,4.10677,3.79875,4.210663,4.114019,4.502769,3.872053,4.251685,3.673494,4.260964,4.676902,3.776205,4.046302,4.131184,3.679984,4.004918,3.651826,4.2605,3.981437,3.673074,4.189501,3.974052,3.679806,3.966726,4.040709,4.036319,4.158805,4.062654,4.023622,4.401518,3.96253,3.789042,3.842255,4.083473,3.005377,3.882921,3.271198,3.027546,3.575678,3.583286,4.074356,3.749178,3.662808,3.326306,3.283861,3.495183,3.391225,3.844595,3.035163,3.523563,3.361339,2.900227,3.291966,4.022453,3.510364,3.804279,2.847917,4.057638,3.887268,3.472523,3.419242,3.39439,3.116051,3.824307,3.38369,3.223843,3.951992,3.229222,3.523388,3.547515,3.381571,3.683323,3.519562,3.836135,3.600246,3.049893
hsa-miR-302f,3.44892,4.146495,4.081073,3.675681,3.882689,3.892828,3.927992,3.72709,3.469639,3.847147,3.976746,3.849267,3.989736,3.796329,3.841713,3.247638,3.242637,3.619948,4.118142,3.922325,3.882809,3.673841,4.118464,2.638643,3.523482,3.858766,3.359291,3.178449,3.440244,3.778865,3.901564,3.84493,3.616531,4.23162,3.515029,3.898076,3.74439,3.674947,3.131561,2.995858,4.845667,3.894629,3.477201,3.952501,4.065823,4.074347,4.752496,4.401251,3.996607,4.147615,3.760108,3.724827,3.694583,3.862216,4.19796,4.170541,4.091807,3.847296,3.79875,4.237957,3.449517,3.740238,4.081781,3.814711,4.054648,4.012957,3.86869,3.584544,3.876706,3.974639,3.488998,3.902115,4.000632,4.16308,4.125371,3.673037,4.247412,3.876608,4.313676,3.161486,3.874164,3.793031,3.800193,3.735845,4.016774,4.277188,4.143086,3.676153,3.899316,3.815071,3.620749,3.898057,3.808104,3.757294,3.771224,3.790756,3.93171,3.606134,3.398094,3.59459,3.546508,4.478916,4.058866,3.22792,2.830868,4.238154,3.64128,3.33272,4.298808,4.117212,3.578293,3.111929,3.816118,3.256714,3.507685,3.925327,4.048959,3.644119,3.847345,3.430768,3.507608,3.754745,3.532587,3.743109,3.903467,3.71925,3.590757,3.33856,3.128332,3.543923,3.757783,3.564104
hsa-miR-30a-star,6.496383,6.537633,6.446973,4.846033,6.564333,6.489475,6.393365,6.464728,5.76392,6.334617,5.7067,6.556517,7.125683,6.253582,7.039468,6.179218,6.460193,7.552588,6.009464,6.560966,6.264326,6.277363,6.548728,7.319317,6.703994,5.725779,6.814714,6.21658,6.853415,6.169874,6.616021,6.25176,6.83068,6.726209,5.834611,7.211649,6.993561,6.25298,6.681595,7.954799,5.353337,6.64814,6.364233,6.549225,3.613509,4.223792,4.583367,3.75939,3.846951,4.401995,4.225424,3.542082,3.453296,4.112723,3.956958,4.070087,3.863101,3.902538,3.834153,4.084688,3.873989,3.7403,3.922053,4.593469,4.19582,4.360517,3.644864,4.311856,3.876706,3.496815,3.744644,3.921653,3.760572,3.553802,4.383746,3.915761,3.894741,4.018519,3.786765,3.966317,4.114643,3.951174,3.800193,3.85247,3.968991,4.778878,4.054938,4.032979,5.11414,4.576097,5.81345,3.041155,4.267566,4.152347,5.460719,4.85222,5.639363,6.044232,6.126427,4.21361,5.811619,4.374993,4.269231,5.194093,3.906737,5.425477,5.148905,4.504664,4.630473,4.271007,5.399222,5.615489,5.212599,4.097822,4.972262,4.489985,4.454315,5.113398,5.609176,3.985131,5.057863,5.607453,4.298673,5.188063,5.732267,3.864268,4.879565,5.618024,3.924425,4.175808,3.903996,3.624378
hsa-miR-30a,9.961912,9.898307,9.835035,9.039298,9.89122,9.880585,10.23874,9.822161,9.35014,9.305763,9.117658,10.24824,10.54895,10.09654,10.3169,9.895217,10.34817,10.1923,8.998215,9.755391,9.832378,9.556542,10.21188,10.47735,10.14186,9.981988,10.34198,9.946896,9.76029,10.09528,10.24017,9.981494,9.731941,10.14808,9.073732,10.34986,10.19944,10.04342,10.3563,10.37057,9.114717,10.31983,10.10299,10.59607,3.824793,4.591485,4.299324,4.613081,5.755879,3.831096,5.535275,4.989459,4.23797,5.01927,4.728245,5.454741,5.180402,5.738506,5.464236,5.314803,4.59859,4.773982,4.514335,4.573378,4.542771,4.386883,4.702104,4.311856,4.142981,4.219552,5.547722,4.215884,4.853266,4.921745,5.051441,5.743503,5.469154,4.898296,4.788303,5.999759,5.957012,5.4127,5.55459,4.741136,5.325197,5.211864,6.299238,5.797132,9.029389,9.273809,8.977754,9.068348,9.116931,8.932352,9.336749,8.607325,8.515859,8.623249,9.280408,9.050597,9.235756,9.400342,8.571455,9.311927,9.270497,9.167968,8.361472,8.913552,8.717288,8.444181,9.301726,9.308648,9.296035,9.088222,9.196029,8.679372,9.248531,9.249664,8.883867,9.192239,8.974716,9.367379,8.79696,8.794453,9.759418,9.027183,9.060449,9.334097,9.023217,9.109962,9.080487,8.901957
hsa-miR-30b-star,7.929768,7.840235,7.500931,7.37079,7.855831,8.251033,8.093344,7.523275,7.344825,7.169354,7.191241,7.886351,7.6188,7.711918,7.824584,8.068436,8.10207,8.045163,7.512127,7.648963,7.397948,7.66953,7.290169,7.319741,6.943448,7.845105,7.561072,7.387291,8.039517,7.183482,7.397947,7.159012,7.841139,7.130064,8.016432,6.971775,7.746834,7.08866,7.670558,7.87104,7.128978,7.527747,7.490751,7.373454,5.637188,5.126944,4.397002,4.985756,4.444736,5.470649,4.609415,4.895828,4.688592,5.866936,5.207324,4.029263,4.335676,4.307698,4.82985,4.284504,4.897345,4.464039,4.333993,4.143016,4.954265,4.354289,4.601628,4.32637,4.298372,4.831918,4.919041,4.109598,4.394534,4.358372,4.949303,5.694163,4.748139,5.693428,4.250041,4.269336,4.725186,3.734529,4.582395,5.223218,4.74829,5.414085,4.517523,4.680083,7.80153,7.164023,8.001748,7.160832,7.333379,7.043422,7.053021,7.18165,7.027999,7.142657,7.098921,7.458853,7.399112,7.580101,7.074535,7.445325,7.125472,7.170839,7.644131,7.052785,7.037683,7.329729,7.081713,7.019763,6.992899,7.308632,7.554414,7.339862,6.66298,7.082072,7.608788,7.264897,7.208284,7.014783,7.468515,6.83744,7.152994,7.197088,7.472173,7.011281,7.560238,7.561762,7.10303,7.469969
hsa-miR-30b,13.07528,12.88605,12.88278,13.12152,13.20069,13.00052,13.12665,13.35672,13.17172,13.30723,13.04984,13.17851,13.31421,13.39799,13.0635,13.26917,13.33575,13.22335,12.97725,13.40157,13.5794,13.24721,13.19847,13.13505,13.04686,13.14631,13.12998,12.91941,12.15686,12.88329,13.21341,13.55561,12.87831,13.43743,12.53484,13.49162,12.99375,13.29477,13.47638,12.85135,12.45763,13.2922,13.22608,13.53064,4.159229,4.709168,4.706764,5.917546,6.721986,4.05869,7.400289,4.099267,4.919281,4.488249,4.482727,4.471913,5.275731,4.541749,7.148684,5.825689,5.136399,4.907308,4.084848,5.338129,4.583407,5.035863,5.241,4.302865,5.675709,5.131022,5.842155,4.856522,4.917951,5.549515,4.55587,5.526987,5.906535,6.358733,6.755153,6.525082,7.120682,6.289674,6.46551,4.783083,7.274304,5.785368,5.327318,6.428484,12.2735,12.0384,12.32559,12.32978,12.31865,12.48712,12.61725,12.81386,12.84814,12.41427,12.57786,12.31143,12.79182,12.58386,12.67409,12.64612,12.51978,12.84022,12.69515,12.65594,12.72871,12.5367,12.18197,12.84863,12.63189,12.76667,12.42999,12.34269,12.87754,12.71345,12.27375,12.98676,12.69932,12.81825,12.80159,12.4931,12.27411,12.80408,12.61901,12.68638,12.88544,12.4733,12.62624,12.4594
hsa-miR-30c-1-star,7.619651,6.919882,7.16295,7.050181,7.38277,7.663338,8.113331,7.197701,6.139655,6.616963,7.264236,7.785073,8.018285,7.47161,7.72553,7.166984,7.76038,6.917616,6.693407,7.308063,6.981609,7.394179,6.764659,6.880365,6.757042,7.069846,7.510727,6.885922,7.453297,7.059659,6.994233,6.886622,7.17672,6.904548,7.474957,6.869684,7.408563,6.48822,7.189779,7.832867,6.615383,7.229502,7.402658,7.254902,3.913204,4.8969,4.583367,4.844065,4.587444,5.44611,4.452761,4.727627,4.842113,5.551039,4.747004,4.877419,4.33215,5.363553,4.737979,4.903441,5.847578,5.098394,5.196013,5.277123,4.628588,4.400067,4.62308,4.54735,4.520454,5.131022,5.134909,4.196498,5.905336,4.481754,5.146082,4.957293,5.974739,4.637846,6.11355,4.858376,4.404725,5.480375,5.176197,4.676937,4.936007,4.779967,4.771884,5.596097,6.958269,6.98215,7.059275,7.136405,6.464922,6.656656,6.762055,6.651689,6.650146,6.624561,6.345798,6.957601,7.054905,7.256079,7.035926,6.758303,6.686556,7.120501,6.693996,6.317295,6.138692,6.915615,6.123583,6.987648,6.809736,6.809813,6.995621,7.303894,5.94659,6.54253,7.295417,6.972234,6.798779,6.706627,6.924606,6.863993,7.111377,6.845955,7.163007,7.020538,6.987944,7.104834,6.993378,7.180507
hsa-miR-30c-2-star,4.803438,4.341589,4.760696,4.377923,4.727037,4.23897,4.770542,3.394395,3.658372,4.829011,4.084407,4.276374,5.495899,3.992923,4.790999,4.400635,4.645103,5.59716,4.324597,4.428626,4.480646,4.066162,4.597547,4.123239,4.34711,3.448874,4.562358,3.649,5.009754,3.784208,3.764984,4.008909,3.842271,5.004551,4.129539,4.522936,3.752753,4.350165,4.570486,4.649041,4.404181,4.121836,4.707633,4.832721,4.157148,5.162219,3.721579,4.124101,4.688993,4.352734,3.95965,4.245671,4.832906,5.122016,4.008327,4.570182,4.097167,3.68312,4.10262,4.418644,4.127203,4.273076,4.75012,4.095752,4.684639,5.066683,4.338333,3.651764,4.298372,4.563354,4.530958,5.366986,4.430259,4.320849,4.276199,4.282462,4.060061,3.924132,3.887368,4.2254,4.585783,3.623248,3.966758,5.202714,4.201128,4.190136,4.99192,4.524784,4.980348,3.697628,3.8621,3.683489,4.156896,3.818828,3.135955,3.805773,4.248744,3.795248,3.723676,3.532127,4.096475,4.831256,3.698541,3.838408,4.743341,4.375707,4.357251,4.057684,3.288208,3.937302,3.831212,3.586996,3.846109,3.601687,4.379294,4.076054,4.461063,3.249065,3.641541,3.105539,3.989779,3.747424,3.99655,3.797281,4.172124,3.60822,3.999615,3.33856,3.579492,3.946675,3.99043,3.744814
hsa-miR-30c,13.12272,13.14578,13.18817,13.33774,13.69207,13.22855,13.40342,13.59459,13.47717,13.77241,13.59999,13.52623,13.52114,13.57031,13.34702,13.52484,13.36438,13.62033,13.63468,13.65553,13.68434,13.64542,13.50059,13.43176,13.47532,13.54657,13.59828,13.39749,13.2254,13.32525,13.48477,13.62192,13.6167,13.62452,13.43569,13.56167,13.51973,13.39216,13.63197,13.37211,13.21537,13.4984,13.57597,13.64106,4.526158,5.90379,4.035577,6.3404,7.067008,4.65787,7.652368,6.247493,4.746563,4.162566,4.484332,4.136039,5.560763,5.036967,7.631758,6.027117,4.79607,5.144679,5.238758,6.056666,5.024868,4.264367,4.666155,4.117075,4.307081,4.71109,6.611772,5.375662,5.189233,4.751903,5.338762,5.312414,6.442595,6.700413,6.404256,6.882129,6.370157,6.301828,5.780355,4.451844,7.429652,7.040497,6.731984,7.199863,13.04178,12.79093,13.21748,12.96355,13.06008,13.05985,13.12542,13.53901,13.35111,13.18874,13.33047,13.04908,13.43822,12.8327,13.27971,13.47236,13.06149,13.14621,13.3953,13.29302,13.29334,13.18983,12.89728,13.24401,13.00235,13.16055,13.25529,12.90124,13.32273,13.03668,13.01045,13.1337,13.11649,13.28777,13.2708,13.15201,12.67245,13.27309,13.19169,13.29044,13.15402,13.22569,13.22859,13.17544
hsa-miR-30d-star,5.094597,4.906581,5.409739,3.952441,4.727332,3.691359,5.281749,5.299659,4.240074,3.388851,4.028385,5.265605,5.778469,5.462193,4.991023,5.041527,5.081866,5.147005,3.284612,5.235828,4.924731,5.137273,5.235919,5.269083,4.38834,4.523142,5.130671,5.475985,3.925243,4.704026,3.957756,5.260817,4.113984,5.346706,3.501042,5.402211,3.994019,4.61691,4.886457,4.95235,4.002742,5.695363,5.613998,5.840192,3.971785,3.789394,3.974081,3.587951,3.622754,3.677686,3.633421,3.790596,3.361472,3.813498,3.833515,3.909169,3.794007,4.251726,4.151434,3.804198,3.3769,3.789261,4.030698,3.929178,4.102746,4.316727,3.703128,3.829329,4.03432,3.566691,3.902276,3.854039,3.855687,3.679928,4.223701,4.177718,3.900854,3.669704,3.734319,3.919634,3.874164,3.941425,3.266271,3.917195,4.143515,4.067183,3.821989,4.287584,4.709762,3.976096,3.805036,4.364838,3.811584,4.302697,4.581394,3.271754,3.881297,3.892014,4.4807,4.168467,3.802218,4.454832,4.171396,3.777908,4.176185,4.471473,3.707592,4.270069,4.33072,3.886442,3.928725,4.46141,4.228177,3.990985,3.641996,3.770824,4.877463,4.579738,4.262784,4.744856,3.387723,3.522034,3.649298,3.745312,5.216801,4.009621,3.849721,3.41557,3.877742,4.457885,3.856331,4.001334
hsa-miR-30d,12.88359,12.70031,12.66439,12.36276,13.00687,12.9768,13.04019,12.95205,12.80557,12.79458,12.69213,13.00161,13.11242,13.03442,13.16998,12.93399,13.05583,12.83317,12.43447,12.83819,12.85719,12.82425,12.96906,13.06391,12.92868,12.93274,13.03889,12.68312,12.31196,12.78547,12.98346,13.03289,12.87015,12.99824,12.75491,13.06605,12.83721,12.91542,13.10491,13.08957,12.48785,13.08296,13.02109,13.19026,4.287424,5.204515,4.264507,4.876443,5.839741,5.117542,6.695962,5.394527,6.133726,4.991609,5.468846,5.370724,6.203844,5.468019,6.662801,6.267067,6.787735,4.609779,5.709864,5.444086,4.904277,4.855248,5.773177,4.509995,6.010877,5.617188,5.054464,5.058383,5.477133,5.258443,5.790545,6.257448,6.283322,5.835757,6.321002,5.914874,5.378486,5.660337,5.191681,5.464834,6.705595,5.359359,5.86736,6.007947,12.1551,12.14232,12.15948,12.08315,11.92532,12.12058,12.29447,11.98564,12.28004,12.14248,12.27484,12.3486,12.32199,12.48234,12.1966,12.29099,12.2746,12.32702,12.16167,12.24537,12.29702,12.12031,11.92039,12.25059,12.28063,12.54435,12.39583,12.2341,12.31231,12.16409,12.39393,12.41143,12.22259,12.45591,12.30651,12.3101,12.17319,12.3398,12.19954,12.35065,12.32359,12.38287,12.30035,12.28856
hsa-miR-30e-star,9.057933,9.433423,8.794542,8.763321,9.255313,9.380633,8.915365,9.311298,9.451894,9.809405,9.258154,8.838327,9.15731,8.768002,8.958359,9.327125,8.766778,9.570738,10.00737,9.24643,9.204676,8.933602,9.60676,9.781698,9.700194,9.733531,9.434122,9.524048,9.073208,9.65836,9.635006,9.312861,9.641235,9.268879,9.488638,9.532296,10.24814,9.600451,9.409524,9.698302,8.931032,9.349257,9.26691,9.914397,4.298488,4.359732,4.706764,4.696752,4.290917,3.439221,5.37078,4.908872,4.299552,3.75532,3.889501,3.929881,4.073387,3.957394,5.504298,3.980419,4.28272,3.690254,3.985205,3.752125,4.255042,4.114564,3.917289,3.951388,3.818296,4.364142,4.096925,4.337382,4.256172,4.210923,5.104003,4.979206,4.098601,4.637846,3.734319,4.366629,4.592615,4.411459,3.863364,3.962404,5.290564,4.190136,4.441235,4.638585,9.101291,9.188951,9.580281,8.88728,8.737986,8.877385,8.961788,9.619059,9.674517,9.188738,9.71344,8.848021,9.138462,8.982861,8.414773,9.444531,9.051194,8.315819,9.602038,9.071833,8.747436,8.537684,9.869327,8.939246,8.842647,8.418746,8.863842,8.800514,8.97509,8.825136,8.584248,8.499757,9.3556,8.713507,8.814833,8.156987,9.446439,8.66912,8.748656,8.684441,8.605152,8.867745,8.605854,8.508966
hsa-miR-30e,11.60477,11.51758,11.45963,11.49544,11.09144,10.66688,11.43778,11.32878,10.73791,9.388397,10.9543,11.41316,11.36446,11.62009,10.92523,10.95964,11.68447,10.65549,10.12694,11.11598,11.14321,10.93406,11.48315,11.57131,11.40469,11.27429,11.4597,11.59988,10.18673,11.00143,10.92774,11.99388,10.05014,11.82,9.751944,11.55051,10.32146,11.60055,11.72106,11.09287,10.59533,11.86705,11.80155,12.16159,3.883435,4.844348,4.496249,4.363666,5.408112,4.311937,7.178391,4.194384,4.481842,4.392204,4.051328,4.446097,4.470778,4.394345,7.068378,5.889071,4.63043,4.188562,4.483915,5.109437,4.247277,5.14316,4.203243,4.577185,4.498601,4.875696,5.541571,4.341612,4.502035,4.654314,5.071355,4.738876,4.384844,5.436991,5.951937,6.309487,6.450289,6.078562,4.334538,4.688563,7.159404,5.701147,6.016441,5.692327,11.44809,12.21677,10.52831,11.60583,11.35749,11.08707,11.18709,9.379405,8.840519,9.922739,10.79193,11.38916,11.21289,11.67149,10.60718,11.40102,11.71394,11.49442,9.060364,11.35884,11.33207,11.26146,11.62237,11.80171,11.73563,11.6868,11.53591,11.85958,11.55752,11.57104,11.28739,11.77758,10.60975,11.68104,11.03782,11.36473,12.06004,11.53815,11.58625,11.65714,11.84839,11.70788,11.71399,11.55098
